OG,Gene,Species
N2.HOG0000295,TRINITY_DN27627_c0_g1,Sarsia
N2.HOG0000419,TRINITY_DN15459_c0_g2,Sarsia
N2.HOG0000429,TRINITY_DN4608_c1_g2,Sarsia
N2.HOG0000430,TRINITY_DN87493_c0_g1,Sarsia
N2.HOG0000505,TRINITY_DN6446_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN15688_c0_g1,Sarsia
N2.HOG0000068,TRINITY_DN38873_c0_g1,Sarsia
N2.HOG0000131,TRINITY_DN1885_c0_g3,Sarsia
N2.HOG0000248,TRINITY_DN20060_c0_g1,Sarsia
N2.HOG0000295,TRINITY_DN20803_c0_g1,Sarsia
N2.HOG0000419,TRINITY_DN10995_c0_g1,Sarsia
N2.HOG0000429,TRINITY_DN17779_c0_g1,Sarsia
N2.HOG0000430,TRINITY_DN103700_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN23424_c0_g1,Sarsia
N2.HOG0000068,TRINITY_DN7910_c0_g2,Sarsia
N2.HOG0000131,TRINITY_DN6238_c0_g2,Sarsia
N2.HOG0000248,TRINITY_DN14247_c0_g1,Sarsia
N2.HOG0000295,TRINITY_DN16899_c0_g1,Sarsia
N2.HOG0000419,TRINITY_DN16535_c0_g2,Sarsia
N2.HOG0000429,TRINITY_DN53680_c0_g1,Sarsia
N2.HOG0000430,TRINITY_DN14964_c0_g2,Sarsia
N2.HOG0000000,TRINITY_DN10524_c0_g3,Sarsia
N2.HOG0000068,TRINITY_DN36208_c0_g1,Sarsia
N2.HOG0000131,TRINITY_DN28526_c0_g1,Sarsia
N2.HOG0000248,TRINITY_DN19748_c0_g1,Sarsia
N2.HOG0000295,TRINITY_DN9140_c0_g1,Sarsia
N2.HOG0000419,TRINITY_DN10730_c0_g1,Sarsia
N2.HOG0000429,TRINITY_DN68741_c1_g1,Sarsia
N2.HOG0000430,TRINITY_DN36540_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN9220_c0_g3,Sarsia
N2.HOG0000068,TRINITY_DN15232_c0_g2,Sarsia
N2.HOG0000131,TRINITY_DN10095_c0_g1,Sarsia
N2.HOG0000248,TRINITY_DN6382_c0_g1,Sarsia
N2.HOG0000295,TRINITY_DN20683_c0_g1,Sarsia
N2.HOG0000419,TRINITY_DN10995_c0_g2,Sarsia
N2.HOG0000429,TRINITY_DN11719_c0_g1,Sarsia
N2.HOG0000430,TRINITY_DN110228_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN12192_c0_g1,Sarsia
N2.HOG0000068,TRINITY_DN25501_c1_g2,Sarsia
N2.HOG0000131,TRINITY_DN8497_c0_g1,Sarsia
N2.HOG0000248,TRINITY_DN19310_c0_g1,Sarsia
N2.HOG0000295,TRINITY_DN16899_c0_g2,Sarsia
N2.HOG0000419,TRINITY_DN16535_c0_g3,Sarsia
N2.HOG0000429,TRINITY_DN46758_c0_g1,Sarsia
N2.HOG0000430,TRINITY_DN61625_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN31768_c0_g1,Sarsia
N2.HOG0000068,TRINITY_DN44240_c0_g5,Sarsia
N2.HOG0000131,TRINITY_DN1885_c0_g6,Sarsia
N2.HOG0000248,TRINITY_DN24493_c0_g1,Sarsia
N2.HOG0000295,TRINITY_DN3150_c0_g4,Sarsia
N2.HOG0000419,TRINITY_DN21773_c0_g2,Sarsia
N2.HOG0000429,TRINITY_DN13610_c0_g1,Sarsia
N2.HOG0000430,TRINITY_DN31921_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN28456_c0_g1,Sarsia
N2.HOG0000068,TRINITY_DN33704_c0_g1,Sarsia
N2.HOG0000131,TRINITY_DN8497_c0_g2,Sarsia
N2.HOG0000248,TRINITY_DN27373_c0_g1,Sarsia
N2.HOG0000295,TRINITY_DN9140_c0_g2,Sarsia
N2.HOG0000419,TRINITY_DN12194_c0_g1,Sarsia
N2.HOG0000429,TRINITY_DN25714_c0_g1,Sarsia
N2.HOG0000430,TRINITY_DN42287_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN1359_c0_g1,Sarsia
N2.HOG0000068,TRINITY_DN26047_c0_g1,Sarsia
N2.HOG0000131,TRINITY_DN16686_c0_g1,Sarsia
N2.HOG0000248,TRINITY_DN19534_c0_g1,Sarsia
N2.HOG0000295,TRINITY_DN39875_c0_g1,Sarsia
N2.HOG0000419,TRINITY_DN7509_c0_g1,Sarsia
N2.HOG0000429,TRINITY_DN13198_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN7731_c1_g2,Sarsia
N2.HOG0000068,TRINITY_DN7255_c0_g1,Sarsia
N2.HOG0000131,TRINITY_DN28600_c0_g1,Sarsia
N2.HOG0000248,TRINITY_DN228_c3_g1,Sarsia
N2.HOG0000295,TRINITY_DN8473_c1_g1,Sarsia
N2.HOG0000419,TRINITY_DN21773_c0_g1,Sarsia
N2.HOG0000429,TRINITY_DN58824_c0_g2,Sarsia
N2.HOG0000000,TRINITY_DN14142_c2_g1,Sarsia
N2.HOG0000068,TRINITY_DN15778_c0_g4,Sarsia
N2.HOG0000131,TRINITY_DN1885_c0_g4,Sarsia
N2.HOG0000248,TRINITY_DN12265_c0_g1,Sarsia
N2.HOG0000295,TRINITY_DN49647_c0_g1,Sarsia
N2.HOG0000419,TRINITY_DN33751_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN20363_c0_g1,Sarsia
N2.HOG0000068,TRINITY_DN20554_c1_g1,Sarsia
N2.HOG0000131,TRINITY_DN34307_c0_g1,Sarsia
N2.HOG0000248,TRINITY_DN13083_c0_g1,Sarsia
N2.HOG0000295,TRINITY_DN17783_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN14142_c2_g2,Sarsia
N2.HOG0000068,TRINITY_DN44240_c0_g2,Sarsia
N2.HOG0000131,TRINITY_DN1885_c0_g1,Sarsia
N2.HOG0000248,TRINITY_DN525_c0_g1,Sarsia
N2.HOG0000295,TRINITY_DN15601_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN37399_c0_g1,Sarsia
N2.HOG0000068,TRINITY_DN1039_c0_g1,Sarsia
N2.HOG0000131,TRINITY_DN16214_c0_g1,Sarsia
N2.HOG0000248,TRINITY_DN13833_c0_g1,Sarsia
N2.HOG0000295,TRINITY_DN10060_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN40251_c0_g1,Sarsia
N2.HOG0000068,TRINITY_DN33462_c0_g1,Sarsia
N2.HOG0000131,TRINITY_DN7071_c0_g2,Sarsia
N2.HOG0000248,TRINITY_DN67892_c0_g1,Sarsia
N2.HOG0000295,TRINITY_DN26152_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN17767_c0_g1,Sarsia
N2.HOG0000068,TRINITY_DN40615_c0_g1,Sarsia
N2.HOG0000131,TRINITY_DN13063_c1_g1,Sarsia
N2.HOG0000248,TRINITY_DN525_c4_g1,Sarsia
N2.HOG0000295,TRINITY_DN20914_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN1262_c1_g1,Sarsia
N2.HOG0000068,TRINITY_DN7632_c0_g1,Sarsia
N2.HOG0000131,TRINITY_DN10098_c0_g1,Sarsia
N2.HOG0000248,TRINITY_DN33307_c0_g1,Sarsia
N2.HOG0000295,TRINITY_DN8473_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN36239_c0_g1,Sarsia
N2.HOG0000068,TRINITY_DN4305_c0_g3,Sarsia
N2.HOG0000131,TRINITY_DN10098_c0_g2,Sarsia
N2.HOG0000248,TRINITY_DN9212_c0_g1,Sarsia
N2.HOG0000295,TRINITY_DN14962_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN48836_c0_g1,Sarsia
N2.HOG0000068,TRINITY_DN9462_c0_g1,Sarsia
N2.HOG0000131,TRINITY_DN124_c0_g5,Sarsia
N2.HOG0000248,TRINITY_DN19230_c0_g1,Sarsia
N2.HOG0000295,TRINITY_DN27764_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN12192_c2_g1,Sarsia
N2.HOG0000068,TRINITY_DN7632_c0_g2,Sarsia
N2.HOG0000131,TRINITY_DN3217_c1_g1,Sarsia
N2.HOG0000248,TRINITY_DN20580_c0_g1,Sarsia
N2.HOG0000295,TRINITY_DN3150_c0_g2,Sarsia
N2.HOG0000000,TRINITY_DN40251_c1_g1,Sarsia
N2.HOG0000068,TRINITY_DN10097_c0_g2,Sarsia
N2.HOG0000131,TRINITY_DN124_c0_g2,Sarsia
N2.HOG0000248,TRINITY_DN18340_c0_g1,Sarsia
N2.HOG0000295,TRINITY_DN64401_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN8405_c0_g3,Sarsia
N2.HOG0000068,TRINITY_DN28489_c0_g1,Sarsia
N2.HOG0000131,TRINITY_DN50338_c0_g1,Sarsia
N2.HOG0000248,TRINITY_DN13606_c0_g1,Sarsia
N2.HOG0000295,TRINITY_DN21021_c0_g2,Sarsia
N2.HOG0000000,TRINITY_DN45238_c0_g1,Sarsia
N2.HOG0000068,TRINITY_DN23014_c0_g1,Sarsia
N2.HOG0000131,TRINITY_DN25447_c0_g1,Sarsia
N2.HOG0000248,TRINITY_DN21192_c0_g1,Sarsia
N2.HOG0000295,TRINITY_DN16904_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN16877_c2_g2,Sarsia
N2.HOG0000068,TRINITY_DN11021_c1_g1,Sarsia
N2.HOG0000131,TRINITY_DN6588_c0_g1,Sarsia
N2.HOG0000248,TRINITY_DN26023_c0_g1,Sarsia
N2.HOG0000295,TRINITY_DN44422_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN16877_c2_g1,Sarsia
N2.HOG0000068,TRINITY_DN4305_c0_g1,Sarsia
N2.HOG0000131,TRINITY_DN6588_c0_g4,Sarsia
N2.HOG0000248,TRINITY_DN24543_c0_g1,Sarsia
N2.HOG0000295,TRINITY_DN10777_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN30094_c0_g1,Sarsia
N2.HOG0000068,TRINITY_DN10097_c0_g1,Sarsia
N2.HOG0000131,TRINITY_DN6588_c0_g3,Sarsia
N2.HOG0000248,TRINITY_DN6632_c0_g1,Sarsia
N2.HOG0000295,TRINITY_DN3150_c2_g1,Sarsia
N2.HOG0000000,TRINITY_DN53967_c0_g3,Sarsia
N2.HOG0000068,TRINITY_DN11116_c0_g1,Sarsia
N2.HOG0000131,TRINITY_DN6588_c0_g5,Sarsia
N2.HOG0000248,TRINITY_DN39759_c0_g1,Sarsia
N2.HOG0000295,TRINITY_DN10777_c0_g2,Sarsia
N2.HOG0000000,TRINITY_DN35531_c0_g1,Sarsia
N2.HOG0000068,TRINITY_DN30969_c0_g1,Sarsia
N2.HOG0000131,TRINITY_DN3217_c2_g1,Sarsia
N2.HOG0000248,TRINITY_DN4809_c0_g1,Sarsia
N2.HOG0000295,TRINITY_DN39340_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN8566_c2_g2,Sarsia
N2.HOG0000068,TRINITY_DN35907_c0_g1,Sarsia
N2.HOG0000131,TRINITY_DN6588_c0_g2,Sarsia
N2.HOG0000248,TRINITY_DN46107_c0_g1,Sarsia
N2.HOG0000295,TRINITY_DN26152_c0_g2,Sarsia
N2.HOG0000000,TRINITY_DN53967_c0_g2,Sarsia
N2.HOG0000068,TRINITY_DN35907_c0_g2,Sarsia
N2.HOG0000131,TRINITY_DN12119_c0_g2,Sarsia
N2.HOG0000248,TRINITY_DN33344_c0_g1,Sarsia
N2.HOG0000295,TRINITY_DN14978_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN17045_c1_g1,Sarsia
N2.HOG0000068,TRINITY_DN9683_c0_g1,Sarsia
N2.HOG0000131,TRINITY_DN12119_c0_g3,Sarsia
N2.HOG0000248,TRINITY_DN49135_c0_g1,Sarsia
N2.HOG0000295,TRINITY_DN26152_c0_g3,Sarsia
N2.HOG0000000,TRINITY_DN57397_c0_g2,Sarsia
N2.HOG0000068,TRINITY_DN48016_c0_g1,Sarsia
N2.HOG0000131,TRINITY_DN124_c1_g1,Sarsia
N2.HOG0000248,TRINITY_DN4809_c0_g2,Sarsia
N2.HOG0000295,TRINITY_DN21021_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN11724_c0_g1,Sarsia
N2.HOG0000068,TRINITY_DN35907_c0_g3,Sarsia
N2.HOG0000131,TRINITY_DN5055_c1_g1,Sarsia
N2.HOG0000248,TRINITY_DN4809_c1_g1,Sarsia
N2.HOG0000295,TRINITY_DN22923_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN31685_c0_g1,Sarsia
N2.HOG0000068,TRINITY_DN59523_c0_g1,Sarsia
N2.HOG0000131,TRINITY_DN15190_c0_g1,Sarsia
N2.HOG0000248,TRINITY_DN58801_c0_g2,Sarsia
N2.HOG0000295,TRINITY_DN3979_c0_g3,Sarsia
N2.HOG0000000,TRINITY_DN26839_c0_g1,Sarsia
N2.HOG0000068,TRINITY_DN5171_c0_g1,Sarsia
N2.HOG0000131,TRINITY_DN2865_c0_g1,Sarsia
N2.HOG0000248,TRINITY_DN4809_c0_g3,Sarsia
N2.HOG0000295,TRINITY_DN3979_c0_g4,Sarsia
N2.HOG0000000,TRINITY_DN18904_c0_g2,Sarsia
N2.HOG0000068,TRINITY_DN12971_c1_g1,Sarsia
N2.HOG0000131,TRINITY_DN25447_c0_g2,Sarsia
N2.HOG0000248,TRINITY_DN10246_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN16863_c0_g2,Sarsia
N2.HOG0000068,TRINITY_DN20644_c0_g1,Sarsia
N2.HOG0000131,TRINITY_DN124_c0_g3,Sarsia
N2.HOG0000248,TRINITY_DN11464_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN26287_c0_g1,Sarsia
N2.HOG0000068,TRINITY_DN3964_c6_g3,Sarsia
N2.HOG0000131,TRINITY_DN18221_c1_g1,Sarsia
N2.HOG0000248,TRINITY_DN16009_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN78442_c0_g1,Sarsia
N2.HOG0000068,TRINITY_DN18704_c0_g2,Sarsia
N2.HOG0000131,TRINITY_DN124_c1_g2,Sarsia
N2.HOG0000248,TRINITY_DN21687_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN11413_c0_g1,Sarsia
N2.HOG0000068,TRINITY_DN18704_c0_g1,Sarsia
N2.HOG0000131,TRINITY_DN13063_c0_g1,Sarsia
N2.HOG0000248,TRINITY_DN9971_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN44678_c0_g2,Sarsia
N2.HOG0000068,TRINITY_DN63936_c0_g2,Sarsia
N2.HOG0000131,TRINITY_DN7976_c0_g1,Sarsia
N2.HOG0000248,TRINITY_DN30925_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN52167_c0_g1,Sarsia
N2.HOG0000068,TRINITY_DN10007_c0_g1,Sarsia
N2.HOG0000131,TRINITY_DN5055_c5_g1,Sarsia
N2.HOG0000248,TRINITY_DN525_c2_g1,Sarsia
N2.HOG0000000,TRINITY_DN23079_c0_g2,Sarsia
N2.HOG0000068,TRINITY_DN3964_c6_g1,Sarsia
N2.HOG0000131,TRINITY_DN61031_c0_g1,Sarsia
N2.HOG0000248,TRINITY_DN19439_c0_g2,Sarsia
N2.HOG0000000,TRINITY_DN23079_c1_g1,Sarsia
N2.HOG0000068,TRINITY_DN63936_c0_g3,Sarsia
N2.HOG0000131,TRINITY_DN16425_c0_g2,Sarsia
N2.HOG0000248,TRINITY_DN7142_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN14336_c3_g1,Sarsia
N2.HOG0000068,TRINITY_DN34070_c0_g1,Sarsia
N2.HOG0000131,TRINITY_DN27045_c0_g1,Sarsia
N2.HOG0000248,TRINITY_DN7142_c0_g3,Sarsia
N2.HOG0000000,TRINITY_DN4410_c0_g2,Sarsia
N2.HOG0000068,TRINITY_DN3964_c6_g2,Sarsia
N2.HOG0000131,TRINITY_DN9376_c0_g1,Sarsia
N2.HOG0000248,TRINITY_DN24302_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN27450_c0_g1,Sarsia
N2.HOG0000068,TRINITY_DN4988_c0_g2,Sarsia
N2.HOG0000131,TRINITY_DN16425_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN1262_c3_g3,Sarsia
N2.HOG0000068,TRINITY_DN8534_c1_g1,Sarsia
N2.HOG0000131,TRINITY_DN17986_c0_g2,Sarsia
N2.HOG0000000,TRINITY_DN31797_c0_g1,Sarsia
N2.HOG0000068,TRINITY_DN14842_c0_g1,Sarsia
N2.HOG0000131,TRINITY_DN8040_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN31797_c0_g3,Sarsia
N2.HOG0000068,TRINITY_DN38359_c0_g1,Sarsia
N2.HOG0000131,TRINITY_DN32709_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN11284_c0_g2,Sarsia
N2.HOG0000068,TRINITY_DN8534_c0_g1,Sarsia
N2.HOG0000131,TRINITY_DN2390_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN35663_c0_g1,Sarsia
N2.HOG0000068,TRINITY_DN9949_c0_g1,Sarsia
N2.HOG0000131,TRINITY_DN23787_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN8566_c1_g2,Sarsia
N2.HOG0000068,TRINITY_DN28481_c0_g1,Sarsia
N2.HOG0000131,TRINITY_DN31108_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN44678_c0_g1,Sarsia
N2.HOG0000068,TRINITY_DN3811_c0_g1,Sarsia
N2.HOG0000131,TRINITY_DN31108_c0_g2,Sarsia
N2.HOG0000000,TRINITY_DN45268_c0_g2,Sarsia
N2.HOG0000068,TRINITY_DN17457_c1_g1,Sarsia
N2.HOG0000131,TRINITY_DN49670_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN15447_c0_g1,Sarsia
N2.HOG0000068,TRINITY_DN17457_c1_g2,Sarsia
N2.HOG0000131,TRINITY_DN58467_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN116551_c0_g1,Sarsia
N2.HOG0000068,TRINITY_DN5281_c0_g2,Sarsia
N2.HOG0000131,TRINITY_DN6331_c2_g1,Sarsia
N2.HOG0000000,TRINITY_DN1262_c3_g1,Sarsia
N2.HOG0000068,TRINITY_DN5281_c0_g1,Sarsia
N2.HOG0000131,TRINITY_DN6721_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN49989_c0_g1,Sarsia
N2.HOG0000068,TRINITY_DN6211_c0_g1,Sarsia
N2.HOG0000131,TRINITY_DN1874_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN1190_c1_g1,Sarsia
N2.HOG0000068,TRINITY_DN3311_c0_g1,Sarsia
N2.HOG0000131,TRINITY_DN7024_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN2350_c5_g1,Sarsia
N2.HOG0000068,TRINITY_DN30336_c0_g1,Sarsia
N2.HOG0000131,TRINITY_DN20871_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN104113_c0_g1,Sarsia
N2.HOG0000068,TRINITY_DN14013_c1_g1,Sarsia
N2.HOG0000131,TRINITY_DN30243_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN57553_c0_g1,Sarsia
N2.HOG0000068,TRINITY_DN9740_c0_g1,Sarsia
N2.HOG0000131,TRINITY_DN1690_c1_g1,Sarsia
N2.HOG0000000,TRINITY_DN24753_c0_g1,Sarsia
N2.HOG0000068,TRINITY_DN22248_c0_g1,Sarsia
N2.HOG0000131,TRINITY_DN37797_c0_g2,Sarsia
N2.HOG0000000,TRINITY_DN58022_c1_g1,Sarsia
N2.HOG0000068,TRINITY_DN9587_c1_g1,Sarsia
N2.HOG0000131,TRINITY_DN38994_c0_g2,Sarsia
N2.HOG0000000,TRINITY_DN11010_c0_g3,Sarsia
N2.HOG0000068,TRINITY_DN19295_c0_g2,Sarsia
N2.HOG0000131,TRINITY_DN8299_c1_g2,Sarsia
N2.HOG0000000,TRINITY_DN37265_c0_g1,Sarsia
N2.HOG0000068,TRINITY_DN29381_c0_g1,Sarsia
N2.HOG0000131,TRINITY_DN80826_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN8761_c0_g5,Sarsia
N2.HOG0000068,TRINITY_DN31006_c0_g1,Sarsia
N2.HOG0000131,TRINITY_DN5218_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN41683_c1_g1,Sarsia
N2.HOG0000068,TRINITY_DN89007_c0_g1,Sarsia
N2.HOG0000131,TRINITY_DN10896_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN18811_c0_g1,Sarsia
N2.HOG0000068,TRINITY_DN7226_c0_g1,Sarsia
N2.HOG0000131,TRINITY_DN27640_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN18811_c1_g1,Sarsia
N2.HOG0000068,TRINITY_DN7226_c0_g3,Sarsia
N2.HOG0000131,TRINITY_DN27640_c0_g2,Sarsia
N2.HOG0000000,TRINITY_DN3528_c1_g1,Sarsia
N2.HOG0000068,TRINITY_DN1433_c0_g1,Sarsia
N2.HOG0000131,TRINITY_DN787_c1_g1,Sarsia
N2.HOG0000000,TRINITY_DN14462_c1_g1,Sarsia
N2.HOG0000068,TRINITY_DN50117_c1_g1,Sarsia
N2.HOG0000131,TRINITY_DN56113_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN18174_c0_g1,Sarsia
N2.HOG0000068,TRINITY_DN7226_c0_g2,Sarsia
N2.HOG0000131,TRINITY_DN13743_c0_g2,Sarsia
N2.HOG0000000,TRINITY_DN35892_c0_g1,Sarsia
N2.HOG0000068,TRINITY_DN9740_c0_g4,Sarsia
N2.HOG0000131,TRINITY_DN13743_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN11723_c0_g1,Sarsia
N2.HOG0000068,TRINITY_DN50117_c0_g1,Sarsia
N2.HOG0000131,TRINITY_DN45586_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN27254_c0_g2,Sarsia
N2.HOG0000068,TRINITY_DN2016_c0_g2,Sarsia
N2.HOG0000131,TRINITY_DN7879_c0_g3,Sarsia
N2.HOG0000000,TRINITY_DN19088_c0_g1,Sarsia
N2.HOG0000068,TRINITY_DN6709_c0_g1,Sarsia
N2.HOG0000131,TRINITY_DN39049_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN30965_c0_g1,Sarsia
N2.HOG0000068,TRINITY_DN20647_c0_g1,Sarsia
N2.HOG0000131,TRINITY_DN7879_c0_g2,Sarsia
N2.HOG0000000,TRINITY_DN41683_c0_g1,Sarsia
N2.HOG0000068,TRINITY_DN15853_c0_g1,Sarsia
N2.HOG0000131,TRINITY_DN7879_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN19027_c0_g1,Sarsia
N2.HOG0000068,TRINITY_DN9587_c0_g1,Sarsia
N2.HOG0000131,TRINITY_DN787_c6_g1,Sarsia
N2.HOG0000000,TRINITY_DN28870_c0_g1,Sarsia
N2.HOG0000068,TRINITY_DN13216_c0_g1,Sarsia
N2.HOG0000131,TRINITY_DN22529_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN43685_c0_g2,Sarsia
N2.HOG0000068,TRINITY_DN14949_c0_g1,Sarsia
N2.HOG0000131,TRINITY_DN27813_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN3528_c2_g1,Sarsia
N2.HOG0000068,TRINITY_DN20647_c0_g2,Sarsia
N2.HOG0000131,TRINITY_DN3791_c0_g2,Sarsia
N2.HOG0000000,TRINITY_DN30965_c0_g2,Sarsia
N2.HOG0000068,TRINITY_DN8551_c0_g3,Sarsia
N2.HOG0000131,TRINITY_DN3791_c0_g3,Sarsia
N2.HOG0000000,TRINITY_DN30965_c0_g3,Sarsia
N2.HOG0000068,TRINITY_DN4393_c1_g2,Sarsia
N2.HOG0000131,TRINITY_DN10189_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN30965_c0_g4,Sarsia
N2.HOG0000068,TRINITY_DN8551_c0_g2,Sarsia
N2.HOG0000131,TRINITY_DN11042_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN10456_c1_g1,Sarsia
N2.HOG0000068,TRINITY_DN3313_c0_g2,Sarsia
N2.HOG0000131,TRINITY_DN787_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN41683_c0_g2,Sarsia
N2.HOG0000068,TRINITY_DN3313_c0_g1,Sarsia
N2.HOG0000131,TRINITY_DN24280_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN11010_c0_g1,Sarsia
N2.HOG0000068,TRINITY_DN8551_c0_g1,Sarsia
N2.HOG0000131,TRINITY_DN9232_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN89730_c0_g1,Sarsia
N2.HOG0000068,TRINITY_DN3313_c1_g1,Sarsia
N2.HOG0000000,TRINITY_DN65395_c0_g1,Sarsia
N2.HOG0000068,TRINITY_DN21249_c0_g2,Sarsia
N2.HOG0000000,TRINITY_DN9381_c1_g2,Sarsia
N2.HOG0000068,TRINITY_DN23050_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN6002_c0_g2,Sarsia
N2.HOG0000068,TRINITY_DN6278_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN38640_c0_g2,Sarsia
N2.HOG0000068,TRINITY_DN6278_c0_g2,Sarsia
N2.HOG0000000,TRINITY_DN39358_c0_g1,Sarsia
N2.HOG0000068,TRINITY_DN38863_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN21267_c0_g1,Sarsia
N2.HOG0000068,TRINITY_DN9226_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN47768_c2_g1,Sarsia
N2.HOG0000068,TRINITY_DN35004_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN15826_c0_g1,Sarsia
N2.HOG0000068,TRINITY_DN17247_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN4364_c1_g1,Sarsia
N2.HOG0000068,TRINITY_DN8758_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN79715_c0_g1,Sarsia
N2.HOG0000068,TRINITY_DN126_c2_g1,Sarsia
N2.HOG0000000,TRINITY_DN44961_c0_g1,Sarsia
N2.HOG0000068,TRINITY_DN6978_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN102003_c0_g1,Sarsia
N2.HOG0000068,TRINITY_DN7828_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN111007_c0_g1,Sarsia
N2.HOG0000068,TRINITY_DN6356_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN17966_c1_g1,Sarsia
N2.HOG0000068,TRINITY_DN6978_c0_g2,Sarsia
N2.HOG0000000,TRINITY_DN8941_c1_g1,Sarsia
N2.HOG0000068,TRINITY_DN22720_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN7158_c0_g1,Sarsia
N2.HOG0000068,TRINITY_DN27683_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN30636_c0_g2,Sarsia
N2.HOG0000068,TRINITY_DN5150_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN7614_c5_g1,Sarsia
N2.HOG0000068,TRINITY_DN14573_c0_g2,Sarsia
N2.HOG0000000,TRINITY_DN50912_c0_g1,Sarsia
N2.HOG0000068,TRINITY_DN14573_c0_g1,Sarsia
N2.HOG0000000,TRINITY_DN18792_c0_g2,Sarsia
N2.HOG0000068,TRINITY_DN14573_c0_g5,Sarsia
N2.HOG0000000,TRINITY_DN9906_c0_g1,Sarsia
N2.HOG0000068,TRINITY_DN14573_c0_g3,Sarsia
N2.HOG0000000,TRINITY_DN7614_c0_g2,Sarsia
N2.HOG0000068,TRINITY_DN29155_c0_g2,Sarsia
N2.HOG0000000,TRINITY_DN45740_c0_g1,Sarsia
