# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-a" "results/reference/GHAQ01.1.fsa_nt.fasta.fixed_longestORFperGene.fasta.eggnog.gtf" "-o" "results/counts/counts_matrix.txt" "-t" "exon" "-g" "gene_id" "-G" "results/reference/GHAQ01.1.fsa_nt.fasta.fixed_longestORFperGene.fasta" "-T" "20" "results/star/mapping/SRR8101518/Aligned.out.sam" "results/star/mapping/SRR8101523/Aligned.out.sam" "results/star/mapping/SRR8101526/Aligned.out.sam" "results/star/mapping/SRR8101525/Aligned.out.sam" 
Geneid	Chr	Start	End	Strand	Length	results/star/mapping/SRR8101518/Aligned.out.sam	results/star/mapping/SRR8101523/Aligned.out.sam	results/star/mapping/SRR8101526/Aligned.out.sam	results/star/mapping/SRR8101525/Aligned.out.sam
comp75560_c0	comp75560_c0_seq2	1	1230	-	1230	68	47	52	114
comp75561_c1	comp75561_c1_seq1	1	4094	-	4094	137	130	131	108
comp75562_c0	comp75562_c0_seq3	1	870	-	870	125	115	455	158
comp75563_c2	comp75563_c2_seq1	1	2616	-	2616	823	331	1131	889
comp75564_c0	comp75564_c0_seq1	1	2776	-	2776	8	14	568	2109
comp75565_c0	comp75565_c0_seq1	1	3742	-	3742	1448	858	1161	793
comp75566_c1	comp75566_c1_seq1	1	2473	-	2473	124	119	104	154
comp75567_c0	comp75567_c0_seq1	1	3137	-	3137	55	41	25	33
comp75569_c1	comp75569_c1_seq7	1	3184	-	3184	222	326	306	340
comp75570_c0	comp75570_c0_seq29	1	1807	-	1807	250	161	207	143
comp75571_c0	comp75571_c0_seq2	1	2055	-	2055	2	0	0	0
comp75572_c0	comp75572_c0_seq3	1	6670	-	6670	562	524	365	452
comp75574_c0	comp75574_c0_seq1	1	2055	-	2055	138	77	112	129
comp75575_c0	comp75575_c0_seq1	1	2665	-	2665	4586	1150	2239	2150
comp75576_c0	comp75576_c0_seq1	1	3196	-	3196	183	159	163	307
comp75577_c0	comp75577_c0_seq2	1	2645	-	2645	241	200	260	219
comp75578_c0	comp75578_c0_seq1	1	3131	-	3131	218	3325	227	156
comp75579_c0	comp75579_c0_seq1	1	4460	-	4460	1097	1087	1643	942
comp75580_c2	comp75580_c2_seq1	1	790	-	790	0	1	1	0
comp75580_c6	comp75580_c6_seq1	1	490	-	490	0	1	1	0
comp75580_c7	comp75580_c7_seq1	1	1617	-	1617	0	1	3	2
comp75580_c11	comp75580_c11_seq3	1	5046	-	5046	559	312	756	272
comp75581_c2	comp75581_c2_seq5	1	6617	-	6617	1225	1085	815	797
comp75582_c0	comp75582_c0_seq3	1	7477	-	7477	688	830	643	528
comp75583_c0	comp75583_c0_seq1	1	501	-	501	10	10	11	11
comp75583_c1	comp75583_c1_seq1	1	392	-	392	10	7	9	4
comp75584_c0	comp75584_c0_seq4	1	5335	-	5335	1571	3867	1714	1411
comp75584_c2	comp75584_c2_seq1	1	495	-	495	1	0	0	0
comp75585_c0	comp75585_c0_seq5	1	4882	-	4882	268	197	347	295
comp75586_c3	comp75586_c3_seq1	1	599	-	599	190	118	148	141
comp75587_c0	comp75587_c0_seq3	1	3581	-	3581	421	631	406	532
comp75588_c3	comp75588_c3_seq10	1	535	-	535	38	4	36	51
comp75588_c5	comp75588_c5_seq15	1	3974	-	3974	959	1255	1066	800
comp75589_c1	comp75589_c1_seq1	1	2820	-	2820	2123	1053	673	489
comp75591_c0	comp75591_c0_seq1	1	3220	-	3220	656	616	846	573
comp75592_c1	comp75592_c1_seq3	1	479	-	479	6	4	4	7
comp75592_c2	comp75592_c2_seq3	1	2697	-	2697	238	245	238	276
comp75592_c3	comp75592_c3_seq2	1	761	-	761	31	52	33	28
comp75593_c0	comp75593_c0_seq3	1	2819	-	2819	334	409	387	366
comp75594_c0	comp75594_c0_seq1	1	3808	-	3808	644	502	1566	819
comp75595_c0	comp75595_c0_seq1	1	3722	-	3722	1593	26	9731	165
comp75596_c0	comp75596_c0_seq1	1	2568	-	2568	289	204	326	431
comp75597_c0	comp75597_c0_seq6	1	3264	-	3264	781	1070	684	619
comp75598_c0	comp75598_c0_seq7	1	3765	-	3765	1112	961	895	1353
comp75599_c0	comp75599_c0_seq3	1	1816	-	1816	416	291	345	400
comp75600_c0	comp75600_c0_seq5	1	2448	-	2448	862	322	726	243
comp75601_c0	comp75601_c0_seq3	1	4423	-	4423	530	699	528	617
comp75602_c1	comp75602_c1_seq4	1	2418	-	2418	36	63	127	105
comp75603_c0	comp75603_c0_seq1	1	2561	-	2561	366	199	1606	106
comp75604_c0	comp75604_c0_seq1	1	2635	-	2635	1497	490	2372	1297
comp75605_c0	comp75605_c0_seq2	1	2806	-	2806	322	291	360	282
comp75606_c0	comp75606_c0_seq2	1	3137	-	3137	1002	1953	778	388
comp75607_c0	comp75607_c0_seq2	1	3066	-	3066	26	26	55	56
comp75609_c0	comp75609_c0_seq2	1	3738	-	3738	99	142	86	71
comp75610_c0	comp75610_c0_seq4	1	3731	-	3731	374	524	475	189
comp75613_c0	comp75613_c0_seq1	1	1988	-	1988	91	25	37	48
comp75614_c0	comp75614_c0_seq2	1	3920	-	3920	861	1158	1626	1976
comp75615_c0	comp75615_c0_seq4	1	3062	-	3062	1369	225	249	298
comp75615_c1	comp75615_c1_seq1	1	1456	-	1456	401	118	143	116
comp75616_c4	comp75616_c4_seq1	1	3323	-	3323	134	1390	194	152
comp75616_c6	comp75616_c6_seq3	1	4458	-	4458	11	162	342	178
comp75617_c0	comp75617_c0_seq20	1	3015	-	3015	942	394	1302	568
comp75617_c1	comp75617_c1_seq1	1	515	-	515	10	18	11	6
comp75617_c2	comp75617_c2_seq1	1	1412	-	1412	927	974	1219	1655
comp75617_c3	comp75617_c3_seq2	1	3214	-	3214	703	972	459	422
comp75617_c5	comp75617_c5_seq1	1	5069	-	5069	714	2567	536	460
comp75618_c0	comp75618_c0_seq1	1	552	-	552	4	6	2	7
comp75618_c7	comp75618_c7_seq5	1	6568	-	6568	1516	3005	1998	772
comp75619_c1	comp75619_c1_seq2	1	3695	-	3695	854	337	41	136
comp75620_c1	comp75620_c1_seq2	1	1687	-	1687	498	347	494	676
comp75620_c7	comp75620_c7_seq2	1	888	-	888	131	44	39	35
comp75622_c0	comp75622_c0_seq2	1	7294	-	7294	262	211	508	127
comp75623_c0	comp75623_c0_seq1	1	3062	-	3062	3413	1805	2451	2751
comp75624_c0	comp75624_c0_seq1	1	2802	-	2802	3651	1197	2828	3454
comp75625_c0	comp75625_c0_seq1	1	681	-	681	34	29	23	22
comp75625_c2	comp75625_c2_seq1	1	2377	-	2377	123	88	77	68
comp75625_c5	comp75625_c5_seq1	1	887	-	887	64	34	43	41
comp75625_c6	comp75625_c6_seq1	1	811	-	811	32	29	30	24
comp75625_c7	comp75625_c7_seq1	1	4744	-	4744	118	148	359	1851
comp75625_c8	comp75625_c8_seq1	1	327	-	327	2	0	3	1
comp75625_c9	comp75625_c9_seq21	1	3759	-	3759	933	851	886	917
comp75626_c0	comp75626_c0_seq1	1	3772	-	3772	649	359	311	932
comp75627_c0	comp75627_c0_seq6	1	1792	-	1792	581	35	368	164
comp75627_c2	comp75627_c2_seq1	1	663	-	663	289	14	152	53
comp75628_c1	comp75628_c1_seq5	1	527	-	527	40	47	47	37
comp75628_c3	comp75628_c3_seq1	1	389	-	389	17	17	18	19
comp75628_c5	comp75628_c5_seq14	1	720	-	720	34	62	32	47
comp75629_c5	comp75629_c5_seq3	1	2632	-	2632	183	126	157	76
comp75630_c1	comp75630_c1_seq5	1	2096	-	2096	114	75	49	134
comp75630_c2	comp75630_c2_seq1	1	886	-	886	20	33	31	11
comp75631_c0	comp75631_c0_seq2	1	683	-	683	103	52	63	57
comp75632_c1	comp75632_c1_seq9	1	2259	-	2259	441	356	394	298
comp75633_c1	comp75633_c1_seq5	1	4422	-	4422	26	145	449	365
comp75634_c3	comp75634_c3_seq5	1	2348	-	2348	506	689	494	390
comp75635_c0	comp75635_c0_seq2	1	4821	-	4821	855	828	721	937
comp75636_c5	comp75636_c5_seq5	1	3262	-	3262	145	1324	222	134
comp75637_c0	comp75637_c0_seq2	1	3584	-	3584	362	214	358	420
comp75638_c0	comp75638_c0_seq1	1	3378	-	3378	888	1356	628	370
comp75640_c0	comp75640_c0_seq5	1	2649	-	2649	140	45	143	105
comp75641_c0	comp75641_c0_seq1	1	1410	-	1410	161	287	188	219
comp75642_c0	comp75642_c0_seq1	1	4386	-	4386	15	14	1299	67
comp75643_c1	comp75643_c1_seq1	1	388	-	388	20	14	9	8
comp75643_c2	comp75643_c2_seq1	1	406	-	406	21	13	12	10
comp75643_c3	comp75643_c3_seq1	1	2176	-	2176	4	1210	61	25
comp75643_c4	comp75643_c4_seq19	1	2384	-	2384	311	90	197	111
comp75644_c0	comp75644_c0_seq1	1	790	-	790	101	65	90	86
comp75644_c2	comp75644_c2_seq2	1	1843	-	1843	1607	1426	1544	1699
comp75644_c3	comp75644_c3_seq1	1	1752	-	1752	409	674	324	365
comp75644_c4	comp75644_c4_seq1	1	1197	-	1197	261	444	236	199
comp75646_c2	comp75646_c2_seq8	1	6578	-	6578	1281	1984	664	687
comp75647_c0	comp75647_c0_seq1	1	4486	-	4486	305	252	233	221
comp75648_c0	comp75648_c0_seq1	1	1095	-	1095	142	140	172	172
comp75650_c0	comp75650_c0_seq1	1	2220	-	2220	265	341	268	204
comp75651_c0	comp75651_c0_seq2	1	5327	-	5327	7875	6115	12974	12346
comp75652_c0	comp75652_c0_seq3	1	4383	-	4383	731	225	633	1211
comp75653_c0	comp75653_c0_seq2	1	2812	-	2812	1400	46	53	195
comp75654_c0	comp75654_c0_seq1	1	2442	-	2442	205	159	207	296
comp75655_c0	comp75655_c0_seq6	1	6594	-	6594	2547	1113	1925	1962
comp75656_c0	comp75656_c0_seq3	1	5267	-	5267	1265	1345	664	601
comp75657_c2	comp75657_c2_seq4	1	3462	-	3462	1238	903	619	456
comp75658_c0	comp75658_c0_seq1	1	2651	-	2651	340	272	345	386
comp75659_c0	comp75659_c0_seq1	1	2314	-	2314	258	228	348	293
comp75661_c0	comp75661_c0_seq2	1	2132	-	2132	288	218	255	299
comp75662_c2	comp75662_c2_seq1	1	2797	-	2797	602	386	438	555
comp75663_c0	comp75663_c0_seq1	1	4503	-	4503	658	146	1481	614
comp75664_c4	comp75664_c4_seq3	1	4592	-	4592	458	315	482	401
comp75665_c5	comp75665_c5_seq1	1	7211	-	7211	4099	5166	3255	3674
comp75665_c7	comp75665_c7_seq1	1	2105	-	2105	9	17	35	20
comp75665_c10	comp75665_c10_seq1	1	3652	-	3652	803	1036	866	700
comp75666_c0	comp75666_c0_seq5	1	4396	-	4396	285	59	1028	491
comp75667_c0	comp75667_c0_seq1	1	2982	-	2982	2337	844	2590	3184
comp75668_c0	comp75668_c0_seq1	1	2294	-	2294	187	428	1276	452
comp75669_c0	comp75669_c0_seq5	1	1161	-	1161	38	57	29	38
comp75669_c1	comp75669_c1_seq1	1	624	-	624	6	9	16	6
comp75670_c0	comp75670_c0_seq1	1	2201	-	2201	129	375	215	411
comp75671_c0	comp75671_c0_seq5	1	3885	-	3885	951	154	1115	140
comp75672_c0	comp75672_c0_seq7	1	6963	-	6963	608	502	539	381
comp75673_c3	comp75673_c3_seq1	1	3069	-	3069	658	365	321	416
comp75674_c1	comp75674_c1_seq9	1	2657	-	2657	1119	833	1301	1739
comp75675_c1	comp75675_c1_seq2	1	2878	-	2878	14	9	14	16
comp75675_c7	comp75675_c7_seq1	1	300	-	300	0	2	2	0
comp75676_c1	comp75676_c1_seq1	1	2911	-	2911	172	107	164	208
comp75676_c4	comp75676_c4_seq2	1	2774	-	2774	166	116	132	152
comp75677_c1	comp75677_c1_seq24	1	3463	-	3463	222	191	156	150
comp75678_c2	comp75678_c2_seq2	1	2187	-	2187	123	117	87	60
comp75679_c0	comp75679_c0_seq3	1	703	-	703	15	7	7	3
comp75680_c0	comp75680_c0_seq7	1	5897	-	5897	1410	1493	1351	1770
comp75681_c2	comp75681_c2_seq8	1	2540	-	2540	1402	1200	1332	1564
comp75681_c4	comp75681_c4_seq9	1	2796	-	2796	291	362	424	355
comp75681_c5	comp75681_c5_seq16	1	4688	-	4688	1424	687	1012	1830
comp75682_c0	comp75682_c0_seq5	1	5628	-	5628	1005	426	535	316
comp75683_c1	comp75683_c1_seq2	1	3632	-	3632	5550	5562	3777	4157
comp75684_c0	comp75684_c0_seq2	1	9391	-	9391	5920	14254	3794	2309
comp75685_c2	comp75685_c2_seq22	1	1758	-	1758	117	104	128	136
comp75686_c1	comp75686_c1_seq1	1	2215	-	2215	9	6	21	14
comp75686_c8	comp75686_c8_seq14	1	4711	-	4711	1753	3012	2259	1347
comp75686_c9	comp75686_c9_seq1	1	543	-	543	2	3	6	1
comp75687_c2	comp75687_c2_seq2	1	3218	-	3218	551	401	504	526
comp75688_c0	comp75688_c0_seq1	1	2543	-	2543	455	351	1268	372
comp75689_c0	comp75689_c0_seq2	1	3697	-	3697	485	354	339	297
comp75690_c4	comp75690_c4_seq9	1	5293	-	5293	2259	546	1740	3264
comp75691_c0	comp75691_c0_seq1	1	5080	-	5080	679	4978	607	135
comp75692_c0	comp75692_c0_seq1	1	3738	-	3738	402	231	405	667
comp75693_c0	comp75693_c0_seq6	1	2411	-	2411	464	166	371	335
comp75694_c0	comp75694_c0_seq3	1	4385	-	4385	289	206	166	102
comp75695_c0	comp75695_c0_seq2	1	2742	-	2742	127	508	222	89
comp75696_c2	comp75696_c2_seq1	1	563	-	563	13	11	28	5
comp75697_c0	comp75697_c0_seq2	1	4718	-	4718	860	704	467	403
comp75697_c2	comp75697_c2_seq2	1	3773	-	3773	748	776	892	751
comp75697_c3	comp75697_c3_seq8	1	909	-	909	23	26	34	16
comp75697_c6	comp75697_c6_seq1	1	1822	-	1822	136	108	68	83
comp75698_c0	comp75698_c0_seq2	1	4422	-	4422	966	756	803	919
comp75699_c0	comp75699_c0_seq1	1	2084	-	2084	234	151	160	228
comp75700_c0	comp75700_c0_seq2	1	5294	-	5294	466	439	511	412
comp75701_c1	comp75701_c1_seq2	1	1385	-	1385	20	186	13	21
comp75702_c0	comp75702_c0_seq2	1	4696	-	4696	614	2031	1228	1267
comp75703_c0	comp75703_c0_seq3	1	2929	-	2929	41	125	132	86
comp75705_c1	comp75705_c1_seq1	1	344	-	344	6	2	1	3
comp75705_c3	comp75705_c3_seq4	1	4182	-	4182	846	581	631	467
comp75706_c0	comp75706_c0_seq1	1	1462	-	1462	163	144	126	117
comp75706_c1	comp75706_c1_seq2	1	7746	-	7746	920	968	931	830
comp75708_c1	comp75708_c1_seq1	1	2517	-	2517	25	1	159	57
comp75709_c0	comp75709_c0_seq1	1	4683	-	4683	1703	5073	1652	1219
comp75709_c2	comp75709_c2_seq1	1	539	-	539	20	63	10	13
comp75710_c0	comp75710_c0_seq1	1	2835	-	2835	300	266	224	295
comp75711_c1	comp75711_c1_seq7	1	448	-	448	36	38	30	27
comp75711_c2	comp75711_c2_seq1	1	995	-	995	686	525	673	769
comp75712_c0	comp75712_c0_seq1	1	808	-	808	33	39	23	34
comp75713_c0	comp75713_c0_seq1	1	1062	-	1062	47	61	67	64
comp75714_c0	comp75714_c0_seq1	1	976	-	976	4	7	12	2
comp75714_c3	comp75714_c3_seq6	1	10891	-	10891	4465	10649	7127	5534
comp75715_c0	comp75715_c0_seq5	1	3925	-	3925	947	680	680	587
comp75716_c1	comp75716_c1_seq3	1	1713	-	1713	269	134	217	295
comp75717_c0	comp75717_c0_seq1	1	2063	-	2063	160	380	147	70
comp75717_c2	comp75717_c2_seq5	1	1755	-	1755	119	81	130	93
comp75717_c4	comp75717_c4_seq1	1	1116	-	1116	24	41	57	34
comp75718_c0	comp75718_c0_seq60	1	2853	-	2853	514	338	680	488
comp75719_c1	comp75719_c1_seq3	1	910	-	910	32	14	16	20
comp75721_c0	comp75721_c0_seq1	1	4514	-	4514	595	519	619	614
comp75722_c0	comp75722_c0_seq1	1	2353	-	2353	4	6	2136	44
comp75723_c0	comp75723_c0_seq3	1	3960	-	3960	525	397	629	526
comp75724_c0	comp75724_c0_seq21	1	7130	-	7130	1702	4041	2308	1362
comp75725_c6	comp75725_c6_seq7	1	6029	-	6029	944	1442	815	679
comp75726_c1	comp75726_c1_seq2	1	5827	-	5827	9	12	2	48
comp75727_c0	comp75727_c0_seq1	1	2960	-	2960	190	108	107	150
comp75728_c0	comp75728_c0_seq1	1	1233	-	1233	140	135	107	125
comp75729_c0	comp75729_c0_seq1	1	4446	-	4446	591	1606	460	215
comp75730_c0	comp75730_c0_seq5	1	3645	-	3645	143	307	488	166
comp75731_c1	comp75731_c1_seq3	1	3514	-	3514	152	506	153	352
comp75732_c0	comp75732_c0_seq1	1	3795	-	3795	1168	438	688	720
comp75733_c0	comp75733_c0_seq1	1	623	-	623	36	15	7	13
comp75733_c1	comp75733_c1_seq1	1	2113	-	2113	375	202	261	276
comp75734_c1	comp75734_c1_seq2	1	737	-	737	2	27	0	3
comp75734_c3	comp75734_c3_seq4	1	1047	-	1047	29	39	44	25
comp75735_c1	comp75735_c1_seq1	1	3796	-	3796	1789	443	596	550
comp75736_c0	comp75736_c0_seq20	1	3028	-	3028	1835	2387	996	1017
comp75737_c0	comp75737_c0_seq8	1	2105	-	2105	301	608	412	116
comp75738_c0	comp75738_c0_seq1	1	2844	-	2844	237	164	228	205
comp75739_c0	comp75739_c0_seq1	1	385	-	385	12	2	25	47
comp75740_c0	comp75740_c0_seq1	1	2763	-	2763	43	49	84	79
comp75741_c0	comp75741_c0_seq1	1	2106	-	2106	2886	3528	1693	188
comp75742_c0	comp75742_c0_seq7	1	7024	-	7024	1620	3443	1581	513
comp75744_c0	comp75744_c0_seq13	1	7031	-	7031	962	537	788	882
comp75745_c2	comp75745_c2_seq5	1	580	-	580	4	4	4	4
comp75747_c0	comp75747_c0_seq8	1	3902	-	3902	485	840	742	512
comp75748_c0	comp75748_c0_seq1	1	4234	-	4234	180	136	434	623
comp75750_c3	comp75750_c3_seq3	1	3490	-	3490	427	862	693	241
comp75751_c2	comp75751_c2_seq11	1	1236	-	1236	38	23	28	39
comp75752_c0	comp75752_c0_seq1	1	1638	-	1638	30	10	19	25
comp75752_c1	comp75752_c1_seq1	1	770	-	770	13	5	14	13
comp75752_c2	comp75752_c2_seq1	1	422	-	422	6	4	3	5
comp75752_c3	comp75752_c3_seq1	1	496	-	496	4	4	5	7
comp75752_c4	comp75752_c4_seq1	1	613	-	613	11	1	4	21
comp75753_c0	comp75753_c0_seq2	1	3869	-	3869	5784	3436	6794	8017
comp75754_c0	comp75754_c0_seq1	1	493	-	493	2	4	0	2
comp75754_c1	comp75754_c1_seq2	1	1288	-	1288	7	27	16	13
comp75755_c0	comp75755_c0_seq2	1	3958	-	3958	2056	504	1997	2618
comp75755_c1	comp75755_c1_seq1	1	2823	-	2823	1068	234	924	1318
comp75756_c0	comp75756_c0_seq2	1	4488	-	4488	690	752	610	660
comp75757_c0	comp75757_c0_seq5	1	2680	-	2680	69	159	75	58
comp75758_c0	comp75758_c0_seq6	1	3887	-	3887	448	372	431	551
comp75759_c1	comp75759_c1_seq1	1	1254	-	1254	16	15	21	19
comp75760_c0	comp75760_c0_seq1	1	3252	-	3252	178	70	60	113
comp75761_c0	comp75761_c0_seq2	1	4958	-	4958	1499	1428	1278	1312
comp75762_c0	comp75762_c0_seq5	1	9887	-	9887	1174	957	991	1012
comp75763_c0	comp75763_c0_seq3	1	8597	-	8597	2561	1629	1311	1513
comp75764_c8	comp75764_c8_seq3	1	4372	-	4372	1035	1120	1155	840
comp75765_c1	comp75765_c1_seq1	1	379	-	379	4	14	8	11
comp75765_c8	comp75765_c8_seq11	1	615	-	615	154	132	177	171
comp75766_c0	comp75766_c0_seq2	1	1627	-	1627	59	42	58	97
comp75767_c8	comp75767_c8_seq4	1	654	-	654	3	1	6	10
comp75767_c10	comp75767_c10_seq1	1	376	-	376	16	12	11	9
comp75767_c11	comp75767_c11_seq6	1	2466	-	2466	379	353	371	400
comp75768_c3	comp75768_c3_seq1	1	3561	-	3561	966	431	508	630
comp75768_c5	comp75768_c5_seq4	1	381	-	381	156	40	73	70
comp75769_c0	comp75769_c0_seq1	1	5925	-	5925	2714	3668	2329	1385
comp75771_c0	comp75771_c0_seq1	1	2610	-	2610	1007	372	814	661
comp75773_c0	comp75773_c0_seq2	1	3917	-	3917	298	360	305	288
comp75774_c0	comp75774_c0_seq2	1	6280	-	6280	843	722	2281	1059
comp75775_c3	comp75775_c3_seq1	1	2897	-	2897	321	473	390	359
comp75776_c0	comp75776_c0_seq1	1	5938	-	5938	9742	4200	11008	16267
comp75777_c0	comp75777_c0_seq1	1	2929	-	2929	1745	791	747	495
comp75778_c1	comp75778_c1_seq2	1	512	-	512	7	7	11	20
comp75778_c4	comp75778_c4_seq2	1	1580	-	1580	457	234	421	365
comp75778_c7	comp75778_c7_seq1	1	640	-	640	16	3	10	8
comp75780_c4	comp75780_c4_seq9	1	2162	-	2162	407	193	282	242
comp75781_c1	comp75781_c1_seq2	1	1391	-	1391	165	173	165	209
comp75781_c2	comp75781_c2_seq1	1	2825	-	2825	242	220	175	196
comp75781_c4	comp75781_c4_seq4	1	8383	-	8383	914	1207	1254	1155
comp75782_c1	comp75782_c1_seq1	1	4175	-	4175	575	484	623	236
comp75783_c0	comp75783_c0_seq1	1	2790	-	2790	261	209	224	244
comp75784_c0	comp75784_c0_seq1	1	4713	-	4713	707	1150	722	722
comp75784_c1	comp75784_c1_seq1	1	717	-	717	12	0	0	7
comp75785_c1	comp75785_c1_seq2	1	2942	-	2942	147	211	331	265
comp75786_c0	comp75786_c0_seq2	1	963	-	963	16	3	18	21
comp75787_c0	comp75787_c0_seq1	1	2627	-	2627	9	30	104	185
comp75788_c1	comp75788_c1_seq3	1	1918	-	1918	53	41	46	59
comp75789_c1	comp75789_c1_seq3	1	5394	-	5394	514	305	583	344
comp75790_c7	comp75790_c7_seq9	1	3705	-	3705	973	542	680	890
comp75791_c0	comp75791_c0_seq1	1	412	-	412	4	13	5	5
comp75791_c2	comp75791_c2_seq1	1	582	-	582	19	10	13	9
comp75791_c3	comp75791_c3_seq1	1	3104	-	3104	573	470	612	481
comp75792_c0	comp75792_c0_seq3	1	1077	-	1077	92	59	72	79
comp75793_c1	comp75793_c1_seq8	1	5171	-	5171	1456	1472	1361	1324
comp75793_c2	comp75793_c2_seq1	1	2020	-	2020	114	66	134	156
comp75794_c2	comp75794_c2_seq4	1	10244	-	10244	1660	1349	1867	1480
comp75796_c0	comp75796_c0_seq3	1	3551	-	3551	551	14	478	2426
comp75798_c0	comp75798_c0_seq3	1	477	-	477	9	6	8	10
comp75799_c1	comp75799_c1_seq1	1	620	-	620	8	9	5	2
comp75799_c2	comp75799_c2_seq1	1	2438	-	2438	40	17	19	27
comp75799_c5	comp75799_c5_seq2	1	921	-	921	116	32	44	41
comp75800_c1	comp75800_c1_seq1	1	1515	-	1515	34	20	38	76
comp75800_c3	comp75800_c3_seq6	1	4426	-	4426	4541	2904	4691	9546
comp75801_c0	comp75801_c0_seq4	1	587	-	587	0	1	1	0
comp75802_c0	comp75802_c0_seq1	1	2453	-	2453	348	58	7	16
comp75803_c0	comp75803_c0_seq1	1	2292	-	2292	156	190	181	102
comp75804_c0	comp75804_c0_seq1	1	2807	-	2807	1230	271	805	727
comp75805_c3	comp75805_c3_seq3	1	2811	-	2811	431	187	353	640
comp75806_c0	comp75806_c0_seq1	1	1534	-	1534	125	38	35	49
comp75806_c1	comp75806_c1_seq1	1	3001	-	3001	259	93	128	81
comp75807_c0	comp75807_c0_seq1	1	587	-	587	79	61	73	49
comp75807_c1	comp75807_c1_seq1	1	1369	-	1369	190	152	152	147
comp75808_c0	comp75808_c0_seq1	1	301	-	301	0	0	0	0
comp75809_c0	comp75809_c0_seq2	1	1932	-	1932	140	167	178	204
comp75810_c0	comp75810_c0_seq1	1	476	-	476	13	6	9	12
comp75810_c1	comp75810_c1_seq1	1	527	-	527	13	12	16	14
comp75810_c3	comp75810_c3_seq2	1	1059	-	1059	23	16	15	14
comp75811_c4	comp75811_c4_seq1	1	305	-	305	6	5	2	5
comp75812_c4	comp75812_c4_seq20	1	5846	-	5846	633	730	1021	606
comp75813_c0	comp75813_c0_seq2	1	2224	-	2224	99	91	75	94
comp75814_c0	comp75814_c0_seq1	1	3003	-	3003	902	830	1035	969
comp75814_c2	comp75814_c2_seq1	1	888	-	888	136	120	117	140
comp75815_c0	comp75815_c0_seq1	1	3440	-	3440	201	172	581	392
comp75816_c0	comp75816_c0_seq4	1	1747	-	1747	239	190	235	250
comp75817_c1	comp75817_c1_seq2	1	13316	-	13316	899	801	1638	1327
comp75817_c4	comp75817_c4_seq8	1	530	-	530	6	4	27	3
comp75819_c0	comp75819_c0_seq1	1	4676	-	4676	1002	3661	1315	313
comp75820_c0	comp75820_c0_seq1	1	2176	-	2176	76	22	190	836
comp75821_c0	comp75821_c0_seq1	1	4458	-	4458	535	490	408	570
comp75822_c0	comp75822_c0_seq2	1	2414	-	2414	2078	599	1022	659
comp75823_c0	comp75823_c0_seq1	1	8007	-	8007	145	3007	5602	624
comp75823_c1	comp75823_c1_seq1	1	3597	-	3597	93	1851	3206	328
comp75824_c1	comp75824_c1_seq2	1	3494	-	3494	684	555	824	660
comp75825_c0	comp75825_c0_seq16	1	12556	-	12556	938	852	1077	959
comp75826_c0	comp75826_c0_seq1	1	4178	-	4178	1739	1135	1029	858
comp75827_c0	comp75827_c0_seq8	1	3378	-	3378	333	292	459	343
comp75828_c0	comp75828_c0_seq3	1	1953	-	1953	135	157	196	824
comp75828_c3	comp75828_c3_seq7	1	3754	-	3754	1254	841	830	735
comp75830_c2	comp75830_c2_seq5	1	1737	-	1737	251	242	300	282
comp75833_c0	comp75833_c0_seq4	1	1912	-	1912	111	79	132	174
comp75834_c0	comp75834_c0_seq24	1	1392	-	1392	1	4	1	14
comp75835_c0	comp75835_c0_seq3	1	3431	-	3431	1251	955	1138	1072
comp75835_c3	comp75835_c3_seq7	1	1961	-	1961	232	353	302	228
comp75835_c5	comp75835_c5_seq1	1	1904	-	1904	232	554	178	156
comp75836_c0	comp75836_c0_seq8	1	5719	-	5719	1608	1304	1407	2626
comp75837_c0	comp75837_c0_seq2	1	3501	-	3501	1067	1195	1263	1455
comp75838_c3	comp75838_c3_seq27	1	2392	-	2392	61	86	59	61
comp75838_c5	comp75838_c5_seq1	1	582	-	582	20	10	2	6
comp75839_c2	comp75839_c2_seq3	1	2600	-	2600	1206	1086	1246	1234
comp75840_c0	comp75840_c0_seq2	1	2785	-	2785	70	35	42	25
comp75841_c0	comp75841_c0_seq1	1	1328	-	1328	36	38	46	24
comp75842_c0	comp75842_c0_seq4	1	3212	-	3212	2337	245	993	944
comp75843_c0	comp75843_c0_seq1	1	730	-	730	69	22	36	92
comp75843_c1	comp75843_c1_seq1	1	408	-	408	87	34	84	210
comp75844_c0	comp75844_c0_seq22	1	9247	-	9247	2150	1485	2315	2865
comp75845_c0	comp75845_c0_seq2	1	2395	-	2395	75	55	55	77
comp75846_c0	comp75846_c0_seq2	1	1894	-	1894	9	90	90	5
comp75847_c0	comp75847_c0_seq1	1	513	-	513	11	6	6	11
comp75848_c1	comp75848_c1_seq9	1	2576	-	2576	397	521	363	322
comp75848_c3	comp75848_c3_seq1	1	870	-	870	51	28	48	24
comp75849_c4	comp75849_c4_seq23	1	3926	-	3926	271	240	232	279
comp75850_c0	comp75850_c0_seq3	1	6575	-	6575	2148	754	2414	2156
comp75851_c0	comp75851_c0_seq1	1	4288	-	4288	1992	354	2642	1660
comp75852_c1	comp75852_c1_seq1	1	565	-	565	101	107	56	80
comp75852_c2	comp75852_c2_seq1	1	3417	-	3417	692	697	576	624
