"","GO.ID","Term","Annotated","Significant","Expected","classic"
"4397","GO:0035076","ecdysone receptor-mediated signaling pat...",11,0,0.23,"1.00000"
"4398","GO:0035092","sperm DNA condensation",12,0,0.25,"1.00000"
"4399","GO:0035096","larval midgut cell programmed cell death",20,0,0.41,"1.00000"
"4400","GO:0035108","limb morphogenesis",96,0,1.97,"1.00000"
"4401","GO:0035112","genitalia morphogenesis",37,0,0.76,"1.00000"
"4402","GO:0035113","embryonic appendage morphogenesis",91,0,1.87,"1.00000"
"4403","GO:0035115","embryonic forelimb morphogenesis",17,0,0.35,"1.00000"
"4404","GO:0035116","embryonic hindlimb morphogenesis",18,0,0.37,"1.00000"
"4405","GO:0035126","post-embryonic genitalia morphogenesis",17,0,0.35,"1.00000"
"4406","GO:0035136","forelimb morphogenesis",21,0,0.43,"1.00000"
"4407","GO:0035137","hindlimb morphogenesis",22,0,0.45,"1.00000"
"4408","GO:0035146","tube fusion",10,0,0.21,"1.00000"
"4409","GO:0035147","branch fusion, open tracheal system",10,0,0.21,"1.00000"
"4410","GO:0035149","lumen formation, open tracheal system",14,0,0.29,"1.00000"
"4411","GO:0035153","epithelial cell type specification, open...",16,0,0.33,"1.00000"
"4412","GO:0035154","terminal cell fate specification, open t...",11,0,0.23,"1.00000"
"4413","GO:0035158","regulation of tube diameter, open trache...",11,0,0.23,"1.00000"
"4414","GO:0035159","regulation of tube length, open tracheal...",36,0,0.74,"1.00000"
"4415","GO:0035168","larval lymph gland hemocyte differentiat...",16,0,0.33,"1.00000"
"4416","GO:0035171","lamellocyte differentiation",14,0,0.29,"1.00000"
"4417","GO:0035176","social behavior",29,0,0.59,"1.00000"
"4418","GO:0035186","syncytial blastoderm mitotic cell cycle",21,0,0.43,"1.00000"
"4419","GO:0035196","miRNA processing",29,0,0.59,"1.00000"
"4420","GO:0035203","regulation of lamellocyte differentiatio...",12,0,0.25,"1.00000"
"4421","GO:0035204","negative regulation of lamellocyte diffe...",12,0,0.25,"1.00000"
"4422","GO:0035215","genital disc development",31,0,0.64,"1.00000"
"4423","GO:0035234","ectopic germ cell programmed cell death",10,0,0.21,"1.00000"
"4424","GO:0035246","peptidyl-arginine N-methylation",10,0,0.21,"1.00000"
"4425","GO:0035268","protein mannosylation",15,0,0.31,"1.00000"
"4426","GO:0035269","protein O-linked mannosylation",12,0,0.25,"1.00000"
"4427","GO:0035277","spiracle morphogenesis, open tracheal sy...",16,0,0.33,"1.00000"
"4428","GO:0035308","negative regulation of protein dephospho...",28,0,0.57,"1.00000"
"4429","GO:0035329","hippo signaling",49,0,1,"1.00000"
"4430","GO:0035330","regulation of hippo signaling",36,0,0.74,"1.00000"
"4431","GO:0035331","negative regulation of hippo signaling",23,0,0.47,"1.00000"
"4432","GO:0035332","positive regulation of hippo signaling",19,0,0.39,"1.00000"
"4433","GO:0035336","long-chain fatty-acyl-CoA metabolic proc...",11,0,0.23,"1.00000"
"4434","GO:0035337","fatty-acyl-CoA metabolic process",23,0,0.47,"1.00000"
"4435","GO:0035383","thioester metabolic process",68,0,1.39,"1.00000"
"4436","GO:0035384","thioester biosynthetic process",36,0,0.74,"1.00000"
"4437","GO:0035435","phosphate ion transmembrane transport",12,0,0.25,"1.00000"
"4438","GO:0035456","response to interferon-beta",14,0,0.29,"1.00000"
"4439","GO:0035459","vesicle cargo loading",12,0,0.25,"1.00000"
"4440","GO:0035493","SNARE complex assembly",17,0,0.35,"1.00000"
"4441","GO:0035510","DNA dealkylation",16,0,0.33,"1.00000"
"4442","GO:0035542","regulation of SNARE complex assembly",10,0,0.21,"1.00000"
"4443","GO:0035561","regulation of chromatin binding",15,0,0.31,"1.00000"
"4444","GO:0035584","calcium-mediated signaling using intrace...",10,0,0.21,"1.00000"
"4445","GO:0035608","protein deglutamylation",10,0,0.21,"1.00000"
"4446","GO:0035710","CD4-positive, alpha-beta T cell activati...",28,0,0.57,"1.00000"
"4447","GO:0035720","intraciliary anterograde transport",10,0,0.21,"1.00000"
"4448","GO:0035721","intraciliary retrograde transport",14,0,0.29,"1.00000"
"4449","GO:0035728","response to hepatocyte growth factor",11,0,0.23,"1.00000"
"4450","GO:0035735","intraciliary transport involved in ciliu...",31,0,0.64,"1.00000"
"4451","GO:0035751","regulation of lysosomal lumen pH",12,0,0.25,"1.00000"
"4452","GO:0035766","cell chemotaxis to fibroblast growth fac...",10,0,0.21,"1.00000"
"4453","GO:0035767","endothelial cell chemotaxis",25,0,0.51,"1.00000"
"4454","GO:0035768","endothelial cell chemotaxis to fibroblas...",10,0,0.21,"1.00000"
"4455","GO:0035794","positive regulation of mitochondrial mem...",29,0,0.59,"1.00000"
"4456","GO:0035795","negative regulation of mitochondrial mem...",10,0,0.21,"1.00000"
"4457","GO:0035821","modulation of process of another organis...",78,0,1.6,"1.00000"
"4458","GO:0035825","homologous recombination",76,0,1.56,"1.00000"
"4459","GO:0035845","photoreceptor cell outer segment organiz...",12,0,0.25,"1.00000"
"4460","GO:0035850","epithelial cell differentiation involved...",29,0,0.59,"1.00000"
"4461","GO:0035855","megakaryocyte development",11,0,0.23,"1.00000"
"4462","GO:0035872","nucleotide-binding domain, leucine rich ...",15,0,0.31,"1.00000"
"4463","GO:0035881","amacrine cell differentiation",10,0,0.21,"1.00000"
"4464","GO:0035886","vascular associated smooth muscle cell d...",22,0,0.45,"1.00000"
"4465","GO:0035909","aorta morphogenesis",22,0,0.45,"1.00000"
"4466","GO:0035914","skeletal muscle cell differentiation",38,0,0.78,"1.00000"
"4467","GO:0035924","cellular response to vascular endothelia...",30,0,0.62,"1.00000"
"4468","GO:0035973","aggrephagy",11,0,0.23,"1.00000"
"4469","GO:0035987","endodermal cell differentiation",39,0,0.8,"1.00000"
"4470","GO:0035994","response to muscle stretch",18,0,0.37,"1.00000"
"4471","GO:0036010","protein localization to endosome",10,0,0.21,"1.00000"
"4472","GO:0036075","replacement ossification",16,0,0.33,"1.00000"
"4473","GO:0036092","phosphatidylinositol-3-phosphate biosynt...",36,0,0.74,"1.00000"
"4474","GO:0036098","male germ-line stem cell population main...",10,0,0.21,"1.00000"
"4475","GO:0036099","female germ-line stem cell population ma...",16,0,0.33,"1.00000"
"4476","GO:0036119","response to platelet-derived growth fact...",23,0,0.47,"1.00000"
"4477","GO:0036120","cellular response to platelet-derived gr...",22,0,0.45,"1.00000"
"4478","GO:0036158","outer dynein arm assembly",15,0,0.31,"1.00000"
"4479","GO:0036159","inner dynein arm assembly",21,0,0.43,"1.00000"
"4480","GO:0036213","contractile ring contraction",14,0,0.29,"1.00000"
"4481","GO:0036257","multivesicular body organization",23,0,0.47,"1.00000"
"4482","GO:0036258","multivesicular body assembly",21,0,0.43,"1.00000"
"4483","GO:0036260","RNA capping",28,0,0.57,"1.00000"
"4484","GO:0036270","response to diuretic",26,0,0.53,"1.00000"
"4485","GO:0036294","cellular response to decreased oxygen le...",123,0,2.52,"1.00000"
"4486","GO:0036297","interstrand cross-link repair",51,0,1.05,"1.00000"
"4487","GO:0036315","cellular response to sterol",22,0,0.45,"1.00000"
"4488","GO:0036335","intestinal stem cell homeostasis",23,0,0.47,"1.00000"
"4489","GO:0036336","dendritic cell migration",13,0,0.27,"1.00000"
"4490","GO:0036342","post-anal tail morphogenesis",22,0,0.45,"1.00000"
"4491","GO:0036376","sodium ion export across plasma membrane",14,0,0.29,"1.00000"
"4492","GO:0036499","PERK-mediated unfolded protein response",11,0,0.23,"1.00000"
"4493","GO:0036500","ATF6-mediated unfolded protein response",10,0,0.21,"1.00000"
"4494","GO:0036503","ERAD pathway",84,0,1.72,"1.00000"
"4495","GO:0036507","protein demannosylation",16,0,0.33,"1.00000"
"4496","GO:0036508","protein alpha-1,2-demannosylation",16,0,0.33,"1.00000"
"4497","GO:0038061","non-canonical NF-kappaB signal transduct...",54,0,1.11,"1.00000"
"4498","GO:0038084","vascular endothelial growth factor signa...",15,0,0.31,"1.00000"
"4499","GO:0038095","Fc-epsilon receptor signaling pathway",28,0,0.57,"1.00000"
"4500","GO:0038128","ERBB2 signaling pathway",15,0,0.31,"1.00000"
"4501","GO:0038179","neurotrophin signaling pathway",22,0,0.45,"1.00000"
"4502","GO:0038202","TORC1 signaling",59,0,1.21,"1.00000"
"4503","GO:0038203","TORC2 signaling",13,0,0.27,"1.00000"
"4504","GO:0039529","RIG-I signaling pathway",10,0,0.21,"1.00000"
"4505","GO:0039531","regulation of cytoplasmic pattern recogn...",29,0,0.59,"1.00000"
"4506","GO:0039532","negative regulation of cytoplasmic patte...",19,0,0.39,"1.00000"
"4507","GO:0039682","rolling circle viral DNA replication",10,0,0.21,"1.00000"
"4508","GO:0039684","rolling circle single-stranded viral DNA...",10,0,0.21,"1.00000"
"4509","GO:0039687","viral DNA strand displacement replicatio...",10,0,0.21,"1.00000"
"4510","GO:0039693","viral DNA genome replication",10,0,0.21,"1.00000"
"4511","GO:0039694","viral RNA genome replication",17,0,0.35,"1.00000"
"4512","GO:0039702","viral budding via host ESCRT complex",14,0,0.29,"1.00000"
"4513","GO:0040002","collagen and cuticulin-based cuticle dev...",19,0,0.39,"1.00000"
"4514","GO:0040009","regulation of growth rate",27,0,0.55,"1.00000"
"4515","GO:0040010","positive regulation of growth rate",17,0,0.35,"1.00000"
"4516","GO:0040015","negative regulation of multicellular org...",22,0,0.45,"1.00000"
"4517","GO:0040016","embryonic cleavage",11,0,0.23,"1.00000"
"4518","GO:0040021","hermaphrodite germ-line sex determinatio...",10,0,0.21,"1.00000"
"4519","GO:0040026","positive regulation of vulval developmen...",34,0,0.7,"1.00000"
"4520","GO:0040027","negative regulation of vulval developmen...",15,0,0.31,"1.00000"
"4521","GO:0040032","post-embryonic body morphogenesis",10,0,0.21,"1.00000"
"4522","GO:0040034","regulation of development, heterochronic",19,0,0.39,"1.00000"
"4523","GO:0040036","regulation of fibroblast growth factor r...",29,0,0.59,"1.00000"
"4524","GO:0040038","polar body extrusion after meiotic divis...",17,0,0.35,"1.00000"
"4525","GO:0042023","DNA endoreduplication",35,0,0.72,"1.00000"
"4526","GO:0042053","regulation of dopamine metabolic process",18,0,0.37,"1.00000"
"4527","GO:0042059","negative regulation of epidermal growth ...",51,0,1.05,"1.00000"
"4528","GO:0042067","establishment of ommatidial planar polar...",44,0,0.9,"1.00000"
"4529","GO:0042069","regulation of catecholamine metabolic pr...",22,0,0.45,"1.00000"
"4530","GO:0042073","intraciliary transport",49,0,1,"1.00000"
"4531","GO:0042078","germ-line stem cell division",36,0,0.74,"1.00000"
"4532","GO:0042093","T-helper cell differentiation",19,0,0.39,"1.00000"
"4533","GO:0042098","T cell proliferation",63,0,1.29,"1.00000"
"4534","GO:0042100","B cell proliferation",26,0,0.53,"1.00000"
"4535","GO:0042102","positive regulation of T cell proliferat...",22,0,0.45,"1.00000"
"4536","GO:0042116","macrophage activation",28,0,0.57,"1.00000"
"4537","GO:0042129","regulation of T cell proliferation",45,0,0.92,"1.00000"
"4538","GO:0042130","negative regulation of T cell proliferat...",16,0,0.33,"1.00000"
"4539","GO:0042147","retrograde transport, endosome to Golgi",59,0,1.21,"1.00000"
"4540","GO:0042149","cellular response to glucose starvation",29,0,0.59,"1.00000"
"4541","GO:0042158","lipoprotein biosynthetic process",68,0,1.39,"1.00000"
"4542","GO:0042168","heme metabolic process",29,0,0.59,"1.00000"
"4543","GO:0042177","negative regulation of protein catabolic...",76,0,1.56,"1.00000"
"4544","GO:0042249","establishment of planar polarity of embr...",11,0,0.23,"1.00000"
"4545","GO:0042255","ribosome assembly",72,0,1.48,"1.00000"
"4546","GO:0042267","natural killer cell mediated cytotoxicit...",14,0,0.29,"1.00000"
"4547","GO:0042273","ribosomal large subunit biogenesis",81,0,1.66,"1.00000"
"4548","GO:0042276","error-prone translesion synthesis",17,0,0.35,"1.00000"
"4549","GO:0042278","purine nucleoside metabolic process",64,0,1.31,"1.00000"
"4550","GO:0042304","regulation of fatty acid biosynthetic pr...",21,0,0.43,"1.00000"
"4551","GO:0042306","regulation of protein import into nucleu...",66,0,1.35,"1.00000"
"4552","GO:0042307","positive regulation of protein import in...",38,0,0.78,"1.00000"
"4553","GO:0042308","negative regulation of protein import in...",17,0,0.35,"1.00000"
"4554","GO:0042338","cuticle development involved in collagen...",11,0,0.23,"1.00000"
"4555","GO:0042339","keratan sulfate metabolic process",11,0,0.23,"1.00000"
"4556","GO:0042364","water-soluble vitamin biosynthetic proce...",12,0,0.25,"1.00000"
"4557","GO:0042386","hemocyte differentiation",32,0,0.66,"1.00000"
"4558","GO:0042387","plasmatocyte differentiation",14,0,0.29,"1.00000"
"4559","GO:0042398","cellular modified amino acid biosyntheti...",37,0,0.76,"1.00000"
"4560","GO:0042407","cristae formation",25,0,0.51,"1.00000"
"4561","GO:0042415","norepinephrine metabolic process",14,0,0.29,"1.00000"
"4562","GO:0042428","serotonin metabolic process",12,0,0.25,"1.00000"
"4563","GO:0042430","indole-containing compound metabolic pro...",24,0,0.49,"1.00000"
"4564","GO:0042436","indole-containing compound catabolic pro...",10,0,0.21,"1.00000"
"4565","GO:0042438","melanin biosynthetic process",10,0,0.21,"1.00000"
"4566","GO:0042441","eye pigment metabolic process",33,0,0.68,"1.00000"
"4567","GO:0042451","purine nucleoside biosynthetic process",11,0,0.23,"1.00000"
"4568","GO:0042454","ribonucleoside catabolic process",18,0,0.37,"1.00000"
"4569","GO:0042455","ribonucleoside biosynthetic process",26,0,0.53,"1.00000"
"4570","GO:0042474","middle ear morphogenesis",19,0,0.39,"1.00000"
"4571","GO:0042509","regulation of tyrosine phosphorylation o...",19,0,0.39,"1.00000"
"4572","GO:0042531","positive regulation of tyrosine phosphor...",11,0,0.23,"1.00000"
"4573","GO:0042538","hyperosmotic salinity response",13,0,0.27,"1.00000"
"4574","GO:0042558","pteridine-containing compound metabolic ...",41,0,0.84,"1.00000"
"4575","GO:0042559","pteridine-containing compound biosynthet...",14,0,0.29,"1.00000"
"4576","GO:0042572","retinol metabolic process",18,0,0.37,"1.00000"
"4577","GO:0042574","retinal metabolic process",14,0,0.29,"1.00000"
"4578","GO:0042632","cholesterol homeostasis",48,0,0.98,"1.00000"
"4579","GO:0042634","regulation of hair cycle",24,0,0.49,"1.00000"
"4580","GO:0042635","positive regulation of hair cycle",13,0,0.27,"1.00000"
"4581","GO:0042675","compound eye cone cell differentiation",15,0,0.31,"1.00000"
"4582","GO:0042688","crystal cell differentiation",13,0,0.27,"1.00000"
"4583","GO:0042689","regulation of crystal cell differentiati...",12,0,0.25,"1.00000"
"4584","GO:0042693","muscle cell fate commitment",20,0,0.41,"1.00000"
"4585","GO:0042694","muscle cell fate specification",12,0,0.25,"1.00000"
"4586","GO:0042706","eye photoreceptor cell fate commitment",35,0,0.72,"1.00000"
"4587","GO:0042730","fibrinolysis",12,0,0.25,"1.00000"
"4588","GO:0042733","embryonic digit morphogenesis",45,0,0.92,"1.00000"
"4589","GO:0042754","negative regulation of circadian rhythm",11,0,0.23,"1.00000"
"4590","GO:0042762","regulation of sulfur metabolic process",12,0,0.25,"1.00000"
"4591","GO:0042770","signal transduction in response to DNA d...",169,0,3.47,"1.00000"
"4592","GO:0042771","intrinsic apoptotic signaling pathway in...",26,0,0.53,"1.00000"
"4593","GO:0042772","DNA damage response, signal transduction...",12,0,0.25,"1.00000"
"4594","GO:0042773","ATP synthesis coupled electron transport",77,0,1.58,"1.00000"
"4595","GO:0042775","mitochondrial ATP synthesis coupled elec...",77,0,1.58,"1.00000"
"4596","GO:0042776","proton motive force-driven mitochondrial...",19,0,0.39,"1.00000"
"4597","GO:0042790","nucleolar large rRNA transcription by RN...",20,0,0.41,"1.00000"
"4598","GO:0042795","snRNA transcription by RNA polymerase II",57,0,1.17,"1.00000"
"4599","GO:0042866","pyruvate biosynthetic process",32,0,0.66,"1.00000"
"4600","GO:0042982","amyloid precursor protein metabolic proc...",29,0,0.59,"1.00000"
"4601","GO:0042987","amyloid precursor protein catabolic proc...",22,0,0.45,"1.00000"
"4602","GO:0042994","cytoplasmic sequestering of transcriptio...",12,0,0.25,"1.00000"
"4603","GO:0042996","regulation of Golgi to plasma membrane p...",10,0,0.21,"1.00000"
"4604","GO:0043001","Golgi to plasma membrane protein transpo...",32,0,0.66,"1.00000"
"4605","GO:0043029","T cell homeostasis",15,0,0.31,"1.00000"
"4606","GO:0043030","regulation of macrophage activation",19,0,0.39,"1.00000"
"4607","GO:0043032","positive regulation of macrophage activa...",10,0,0.21,"1.00000"
"4608","GO:0043038","amino acid activation",29,0,0.59,"1.00000"
"4609","GO:0043039","tRNA aminoacylation",27,0,0.55,"1.00000"
"4610","GO:0043053","dauer entry",16,0,0.33,"1.00000"
"4611","GO:0043063","intercellular bridge organization",12,0,0.25,"1.00000"
"4612","GO:0043094","cellular metabolic compound salvage",28,0,0.57,"1.00000"
"4613","GO:0043112","receptor metabolic process",87,0,1.78,"1.00000"
"4614","GO:0043114","regulation of vascular permeability",11,0,0.23,"1.00000"
"4615","GO:0043122","regulation of canonical NF-kappaB signal...",70,0,1.44,"1.00000"
"4616","GO:0043123","positive regulation of canonical NF-kapp...",53,0,1.09,"1.00000"
"4617","GO:0043124","negative regulation of canonical NF-kapp...",14,0,0.29,"1.00000"
"4618","GO:0043144","sno(s)RNA processing",10,0,0.21,"1.00000"
"4619","GO:0043149","stress fiber assembly",62,0,1.27,"1.00000"
"4620","GO:0043162","ubiquitin-dependent protein catabolic pr...",22,0,0.45,"1.00000"
"4621","GO:0043171","peptide catabolic process",21,0,0.43,"1.00000"
"4622","GO:0043174","nucleoside salvage",11,0,0.23,"1.00000"
"4623","GO:0043243","positive regulation of protein-containin...",23,0,0.47,"1.00000"
"4624","GO:0043247","telomere maintenance in response to DNA ...",10,0,0.21,"1.00000"
"4625","GO:0043248","proteasome assembly",16,0,0.33,"1.00000"
"4626","GO:0043252","sodium-independent organic anion transpo...",10,0,0.21,"1.00000"
"4627","GO:0043276","anoikis",21,0,0.43,"1.00000"
"4628","GO:0043277","apoptotic cell clearance",65,0,1.33,"1.00000"
"4629","GO:0043282","chordate pharyngeal muscle development",11,0,0.23,"1.00000"
"4630","GO:0043324","pigment metabolic process involved in de...",33,0,0.68,"1.00000"
"4631","GO:0043330","response to exogenous dsRNA",12,0,0.25,"1.00000"
"4632","GO:0043331","response to dsRNA",43,0,0.88,"1.00000"
"4633","GO:0043367","CD4-positive, alpha-beta T cell differen...",23,0,0.47,"1.00000"
"4634","GO:0043368","positive T cell selection",10,0,0.21,"1.00000"
"4635","GO:0043370","regulation of CD4-positive, alpha-beta T...",13,0,0.27,"1.00000"
"4636","GO:0043393","regulation of protein binding",164,0,3.36,"1.00000"
"4637","GO:0043403","skeletal muscle tissue regeneration",25,0,0.51,"1.00000"
"4638","GO:0043407","negative regulation of MAP kinase activi...",49,0,1,"1.00000"
"4639","GO:0043457","regulation of cellular respiration",49,0,1,"1.00000"
"4640","GO:0043467","regulation of generation of precursor me...",108,0,2.21,"1.00000"
"4641","GO:0043470","regulation of carbohydrate catabolic pro...",53,0,1.09,"1.00000"
"4642","GO:0043474","pigment metabolic process involved in pi...",33,0,0.68,"1.00000"
"4643","GO:0043496","regulation of protein homodimerization a...",18,0,0.37,"1.00000"
"4644","GO:0043500","muscle adaptation",77,0,1.58,"1.00000"
"4645","GO:0043501","skeletal muscle adaptation",17,0,0.35,"1.00000"
"4646","GO:0043502","regulation of muscle adaptation",64,0,1.31,"1.00000"
"4647","GO:0043506","regulation of JUN kinase activity",63,0,1.29,"1.00000"
"4648","GO:0043507","positive regulation of JUN kinase activi...",49,0,1,"1.00000"
"4649","GO:0043508","negative regulation of JUN kinase activi...",11,0,0.23,"1.00000"
"4650","GO:0043516","regulation of DNA damage response, signa...",26,0,0.53,"1.00000"
"4651","GO:0043517","positive regulation of DNA damage respon...",10,0,0.21,"1.00000"
"4652","GO:0043518","negative regulation of DNA damage respon...",15,0,0.31,"1.00000"
"4653","GO:0043519","regulation of myosin II filament organiz...",10,0,0.21,"1.00000"
"4654","GO:0043525","positive regulation of neuron apoptotic ...",58,0,1.19,"1.00000"
"4655","GO:0043534","blood vessel endothelial cell migration",67,0,1.37,"1.00000"
"4656","GO:0043535","regulation of blood vessel endothelial c...",51,0,1.05,"1.00000"
"4657","GO:0043536","positive regulation of blood vessel endo...",35,0,0.72,"1.00000"
"4658","GO:0043537","negative regulation of blood vessel endo...",15,0,0.31,"1.00000"
"4659","GO:0043543","protein acylation",177,0,3.63,"1.00000"
"4660","GO:0043550","regulation of lipid kinase activity",37,0,0.76,"1.00000"
"4661","GO:0043555","regulation of translation in response to...",14,0,0.29,"1.00000"
"4662","GO:0043558","regulation of translational initiation i...",10,0,0.21,"1.00000"
"4663","GO:0043574","peroxisomal transport",47,0,0.96,"1.00000"
"4664","GO:0043584","nose development",10,0,0.21,"1.00000"
"4665","GO:0043586","tongue development",15,0,0.31,"1.00000"
"4666","GO:0043587","tongue morphogenesis",11,0,0.23,"1.00000"
"4667","GO:0043589","skin morphogenesis",13,0,0.27,"1.00000"
"4668","GO:0043616","keratinocyte proliferation",23,0,0.47,"1.00000"
"4669","GO:0043628","regulatory ncRNA 3'-end processing",36,0,0.74,"1.00000"
"4670","GO:0043648","dicarboxylic acid metabolic process",81,0,1.66,"1.00000"
"4671","GO:0043649","dicarboxylic acid catabolic process",11,0,0.23,"1.00000"
"4672","GO:0043652","engulfment of apoptotic cell",29,0,0.59,"1.00000"
"4673","GO:0043903","regulation of biological process involve...",119,0,2.44,"1.00000"
"4674","GO:0043921","modulation by host of viral transcriptio...",15,0,0.31,"1.00000"
"4675","GO:0043922","negative regulation by host of viral tra...",15,0,0.31,"1.00000"
"4676","GO:0043923","positive regulation by host of viral tra...",11,0,0.23,"1.00000"
"4677","GO:0043928","exonucleolytic catabolism of deadenylate...",27,0,0.55,"1.00000"
"4678","GO:0043931","ossification involved in bone maturation",17,0,0.35,"1.00000"
"4679","GO:0044003","modulation by symbiont of host process",38,0,0.78,"1.00000"
"4680","GO:0044036","cell wall macromolecule metabolic proces...",14,0,0.29,"1.00000"
"4681","GO:0044042","glucan metabolic process",62,0,1.27,"1.00000"
"4682","GO:0044068","symbiont-mediated perturbation of host c...",18,0,0.37,"1.00000"
"4683","GO:0044088","regulation of vacuole organization",48,0,0.98,"1.00000"
"4684","GO:0044090","positive regulation of vacuole organizat...",14,0,0.29,"1.00000"
"4685","GO:0044091","membrane biogenesis",50,0,1.03,"1.00000"
"4686","GO:0044241","lipid digestion",10,0,0.21,"1.00000"
"4687","GO:0044321","response to leptin",10,0,0.21,"1.00000"
"4688","GO:0044331","cell-cell adhesion mediated by cadherin",26,0,0.53,"1.00000"
"4689","GO:0044344","cellular response to fibroblast growth f...",107,0,2.19,"1.00000"
"4690","GO:0044346","fibroblast apoptotic process",17,0,0.35,"1.00000"
"4691","GO:0044380","protein localization to cytoskeleton",48,0,0.98,"1.00000"
"4692","GO:0044409","symbiont entry into host",33,0,0.68,"1.00000"
"4693","GO:0044539","long-chain fatty acid import into cell",10,0,0.21,"1.00000"
"4694","GO:0044719","regulation of imaginal disc-derived wing...",12,0,0.25,"1.00000"
"4695","GO:0044743","protein transmembrane import into intrac...",34,0,0.7,"1.00000"
"4696","GO:0044752","response to human chorionic gonadotropin",13,0,0.27,"1.00000"
"4697","GO:0044771","meiotic cell cycle phase transition",15,0,0.31,"1.00000"
"4698","GO:0044773","mitotic DNA damage checkpoint signaling",87,0,1.78,"1.00000"
"4699","GO:0044774","mitotic DNA integrity checkpoint signali...",101,0,2.07,"1.00000"
"4700","GO:0044784","metaphase/anaphase transition of cell cy...",66,0,1.35,"1.00000"
"4701","GO:0044785","metaphase/anaphase transition of meiotic...",11,0,0.23,"1.00000"
"4702","GO:0044786","cell cycle DNA replication",77,0,1.58,"1.00000"
"4703","GO:0044788","modulation by host of viral process",34,0,0.7,"1.00000"
"4704","GO:0044793","negative regulation by host of viral pro...",19,0,0.39,"1.00000"
"4705","GO:0044794","positive regulation by host of viral pro...",13,0,0.27,"1.00000"
"4706","GO:0044804","nucleophagy",13,0,0.27,"1.00000"
"4707","GO:0044806","G-quadruplex DNA unwinding",13,0,0.27,"1.00000"
"4708","GO:0044818","mitotic G2/M transition checkpoint",50,0,1.03,"1.00000"
"4709","GO:0044819","mitotic G1/S transition checkpoint signa...",42,0,0.86,"1.00000"
"4710","GO:0044827","modulation by host of viral genome repli...",17,0,0.35,"1.00000"
"4711","GO:0044829","positive regulation by host of viral gen...",11,0,0.23,"1.00000"
"4712","GO:0044837","actomyosin contractile ring organization",33,0,0.68,"1.00000"
"4713","GO:0045002","double-strand break repair via single-st...",14,0,0.29,"1.00000"
"4714","GO:0045003","double-strand break repair via synthesis...",23,0,0.47,"1.00000"
"4715","GO:0045005","DNA-templated DNA replication maintenanc...",42,0,0.86,"1.00000"
"4716","GO:0045010","actin nucleation",30,0,0.62,"1.00000"
"4717","GO:0045022","early endosome to late endosome transpor...",31,0,0.64,"1.00000"
"4718","GO:0045023","G0 to G1 transition",29,0,0.59,"1.00000"
"4719","GO:0045026","plasma membrane fusion",12,0,0.25,"1.00000"
"4720","GO:0045047","protein targeting to ER",111,0,2.28,"1.00000"
"4721","GO:0045056","transcytosis",15,0,0.31,"1.00000"
"4722","GO:0045058","T cell selection",23,0,0.47,"1.00000"
"4723","GO:0045061","thymic T cell selection",15,0,0.31,"1.00000"
"4724","GO:0045066","regulatory T cell differentiation",10,0,0.21,"1.00000"
"4725","GO:0045069","regulation of viral genome replication",51,0,1.05,"1.00000"
"4726","GO:0045070","positive regulation of viral genome repl...",34,0,0.7,"1.00000"
"4727","GO:0045071","negative regulation of viral genome repl...",14,0,0.29,"1.00000"
"4728","GO:0045117","azole transmembrane transport",19,0,0.39,"1.00000"
"4729","GO:0045124","regulation of bone resorption",17,0,0.35,"1.00000"
"4730","GO:0045132","meiotic chromosome segregation",144,0,2.95,"1.00000"
"4731","GO:0045143","homologous chromosome segregation",53,0,1.09,"1.00000"
"4732","GO:0045144","meiotic sister chromatid segregation",11,0,0.23,"1.00000"
"4733","GO:0045168","cell-cell signaling involved in cell fat...",31,0,0.64,"1.00000"
"4734","GO:0045190","isotype switching",28,0,0.57,"1.00000"
"4735","GO:0045191","regulation of isotype switching",18,0,0.37,"1.00000"
"4736","GO:0045198","establishment of epithelial cell apical/...",28,0,0.57,"1.00000"
"4737","GO:0045217","cell-cell junction maintenance",18,0,0.37,"1.00000"
"4738","GO:0045292","mRNA cis splicing, via spliceosome",17,0,0.35,"1.00000"
"4739","GO:0045314","regulation of compound eye photoreceptor...",14,0,0.29,"1.00000"
"4740","GO:0045324","late endosome to vacuole transport",10,0,0.21,"1.00000"
"4741","GO:0045428","regulation of nitric oxide biosynthetic ...",31,0,0.64,"1.00000"
"4742","GO:0045429","positive regulation of nitric oxide bios...",24,0,0.49,"1.00000"
"4743","GO:0045446","endothelial cell differentiation",66,0,1.35,"1.00000"
"4744","GO:0045448","mitotic cell cycle, embryonic",59,0,1.21,"1.00000"
"4745","GO:0045451","pole plasm oskar mRNA localization",48,0,0.98,"1.00000"
"4746","GO:0045453","bone resorption",37,0,0.76,"1.00000"
"4747","GO:0045454","cell redox homeostasis",19,0,0.39,"1.00000"
"4748","GO:0045455","ecdysteroid metabolic process",12,0,0.25,"1.00000"
"4749","GO:0045456","ecdysteroid biosynthetic process",12,0,0.25,"1.00000"
"4750","GO:0045466","R7 cell differentiation",47,0,0.96,"1.00000"
"4751","GO:0045467","R7 cell development",21,0,0.43,"1.00000"
"4752","GO:0045476","nurse cell apoptotic process",16,0,0.33,"1.00000"
"4753","GO:0045477","regulation of nurse cell apoptotic proce...",10,0,0.21,"1.00000"
"4754","GO:0045478","fusome organization",13,0,0.27,"1.00000"
