# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-a" "results/reference/Trinity_20210112_longestORFperGene.fasta.eggnog.gtf" "-o" "results/counts/counts_matrix.txt" "-t" "exon" "-g" "gene_id" "-G" "results/reference/Trinity_20210112_longestORFperGene.fasta" "-T" "20" "results/star/mapping/SA01/Aligned.out.sam" "results/star/mapping/SA02/Aligned.out.sam" "results/star/mapping/SA03/Aligned.out.sam" "results/star/mapping/SA04/Aligned.out.sam" "results/star/mapping/SA05/Aligned.out.sam" "results/star/mapping/SA06/Aligned.out.sam" 
Geneid	Chr	Start	End	Strand	Length	results/star/mapping/SA01/Aligned.out.sam	results/star/mapping/SA02/Aligned.out.sam	results/star/mapping/SA03/Aligned.out.sam	results/star/mapping/SA04/Aligned.out.sam	results/star/mapping/SA05/Aligned.out.sam	results/star/mapping/SA06/Aligned.out.sam
TRINITY_DN58476_c0_g1	TRINITY_DN58476_c0_g1_i1	1	418	-	418	1	1	5	5	5	11
TRINITY_DN58523_c0_g1	TRINITY_DN58523_c0_g1_i1	1	341	-	341	4	4	4	4	1	4
TRINITY_DN58496_c0_g1	TRINITY_DN58496_c0_g1_i1	1	562	-	562	1	0	8	0	9	6
TRINITY_DN58457_c1_g1	TRINITY_DN58457_c1_g1_i1	1	402	-	402	2	2	1	10	7	3
TRINITY_DN58446_c0_g1	TRINITY_DN58446_c0_g1_i1	1	564	-	564	7	1	1	3	1	3
TRINITY_DN58519_c0_g1	TRINITY_DN58519_c0_g1_i1	1	493	-	493	0	2	0	0	0	0
TRINITY_DN58516_c0_g1	TRINITY_DN58516_c0_g1_i1	1	615	-	615	1	1	2	8	5	5
TRINITY_DN58486_c0_g1	TRINITY_DN58486_c0_g1_i1	1	3229	-	3229	9	41	33	5	2	6
TRINITY_DN58486_c0_g2	TRINITY_DN58486_c0_g2_i1	1	2879	-	2879	4	114	61	3	9	15
TRINITY_DN58596_c0_g1	TRINITY_DN58596_c0_g1_i3	1	1313	-	1313	72	24	0	35	5	0
TRINITY_DN58596_c0_g3	TRINITY_DN58596_c0_g3_i2	1	1475	-	1475	67	27	0	62	3	1
TRINITY_DN58604_c0_g1	TRINITY_DN58604_c0_g1_i6	1	610	-	610	42	17	38	37	18	15
TRINITY_DN58544_c0_g1	TRINITY_DN58544_c0_g1_i2	1	317	-	317	300	58	22	78	14	8
TRINITY_DN58590_c0_g1	TRINITY_DN58590_c0_g1_i1	1	1972	-	1972	52	25	79	86	27	51
TRINITY_DN58575_c0_g1	TRINITY_DN58575_c0_g1_i4	1	1317	-	1317	19	23	8	112	71	49
TRINITY_DN58559_c0_g1	TRINITY_DN58559_c0_g1_i1	1	2465	-	2465	2	24	2	3	20	2
TRINITY_DN58597_c0_g1	TRINITY_DN58597_c0_g1_i1	1	1129	-	1129	1	6	0	2	44	0
TRINITY_DN58618_c0_g1	TRINITY_DN58618_c0_g1_i1	1	358	-	358	0	0	0	34	7	1
TRINITY_DN58577_c0_g1	TRINITY_DN58577_c0_g1_i1	1	1848	-	1848	1	3	47	12	17	6
TRINITY_DN58536_c0_g2	TRINITY_DN58536_c0_g2_i1	1	1715	-	1715	482	451	931	489	297	430
TRINITY_DN58706_c0_g1	TRINITY_DN58706_c0_g1_i1	1	369	-	369	2	8	2	0	1	0
TRINITY_DN58705_c0_g1	TRINITY_DN58705_c0_g1_i1	1	2288	-	2288	2	2	113	2	4	5
TRINITY_DN58666_c0_g1	TRINITY_DN58666_c0_g1_i1	1	416	-	416	0	0	0	0	1	1
TRINITY_DN58698_c0_g1	TRINITY_DN58698_c0_g1_i1	1	436	-	436	5	5	14	8	9	11
TRINITY_DN58634_c0_g1	TRINITY_DN58634_c0_g1_i1	1	303	-	303	0	1	1	0	0	1
TRINITY_DN58636_c0_g1	TRINITY_DN58636_c0_g1_i1	1	605	-	605	0	1	31	2	0	10
TRINITY_DN58699_c0_g1	TRINITY_DN58699_c0_g1_i1	1	1142	-	1142	19	15	31	0	1	82
TRINITY_DN58663_c0_g1	TRINITY_DN58663_c0_g1_i2	1	323	-	323	7	1	7	9	2	8
TRINITY_DN58823_c0_g1	TRINITY_DN58823_c0_g1_i2	1	3215	-	3215	74	25	36	75	26	21
TRINITY_DN58802_c0_g1	TRINITY_DN58802_c0_g1_i1	1	388	-	388	0	0	0	0	0	0
TRINITY_DN58811_c0_g1	TRINITY_DN58811_c0_g1_i1	1	995	-	995	2	3	9	1	0	1
TRINITY_DN58811_c1_g1	TRINITY_DN58811_c1_g1_i1	1	414	-	414	0	4	3	2	1	0
TRINITY_DN58749_c0_g1	TRINITY_DN58749_c0_g1_i3	1	2094	-	2094	545	671	1111	1323	1099	2216
TRINITY_DN58734_c0_g1	TRINITY_DN58734_c0_g1_i1	1	383	-	383	2	0	0	0	1	0
TRINITY_DN58757_c0_g1	TRINITY_DN58757_c0_g1_i1	1	405	-	405	0	2	0	2	2	0
TRINITY_DN58766_c1_g1	TRINITY_DN58766_c1_g1_i2	1	2498	-	2498	3541	6114	14192	2854	1600	3622
TRINITY_DN58824_c0_g2	TRINITY_DN58824_c0_g2_i1	1	421	-	421	10	0	1	1	0	2
TRINITY_DN58824_c3_g1	TRINITY_DN58824_c3_g1_i1	1	431	-	431	8	11	6	1	0	1
TRINITY_DN58801_c0_g2	TRINITY_DN58801_c0_g2_i1	1	376	-	376	9	15	7	6	5	12
TRINITY_DN58752_c0_g1	TRINITY_DN58752_c0_g1_i1	1	1360	-	1360	91	104	87	135	126	169
TRINITY_DN58780_c0_g1	TRINITY_DN58780_c0_g1_i1	1	7289	-	7289	1462	2099	2716	1014	1073	2039
TRINITY_DN58797_c0_g1	TRINITY_DN58797_c0_g1_i1	1	403	-	403	164	60	40	31	92	27
TRINITY_DN58927_c0_g1	TRINITY_DN58927_c0_g1_i1	1	387	-	387	2	4	8	0	1	1
TRINITY_DN58861_c0_g1	TRINITY_DN58861_c0_g1_i1	1	556	-	556	0	4	6	0	0	0
TRINITY_DN58874_c0_g1	TRINITY_DN58874_c0_g1_i1	1	343	-	343	12	11	6	7	15	5
TRINITY_DN58884_c0_g1	TRINITY_DN58884_c0_g1_i1	1	306	-	306	2	7	2	7	8	2
TRINITY_DN58860_c0_g1	TRINITY_DN58860_c0_g1_i1	1	321	-	321	0	0	0	0	0	0
TRINITY_DN58985_c0_g1	TRINITY_DN58985_c0_g1_i2	1	717	-	717	0	0	1	5	0	0
TRINITY_DN59006_c0_g1	TRINITY_DN59006_c0_g1_i1	1	1569	-	1569	3	43	8	6	29	3
TRINITY_DN59016_c0_g1	TRINITY_DN59016_c0_g1_i2	1	393	-	393	1	4	2	0	0	0
TRINITY_DN58960_c0_g1	TRINITY_DN58960_c0_g1_i3	1	368	-	368	2	3	7	2	4	3
TRINITY_DN58988_c0_g1	TRINITY_DN58988_c0_g1_i8	1	2884	-	2884	437	573	1244	470	561	1054
TRINITY_DN58998_c0_g1	TRINITY_DN58998_c0_g1_i2	1	1393	-	1393	569	612	1665	1116	773	1128
TRINITY_DN59087_c0_g1	TRINITY_DN59087_c0_g1_i1	1	401	-	401	0	0	0	0	0	0
TRINITY_DN59042_c0_g1	TRINITY_DN59042_c0_g1_i1	1	726	-	726	0	6	0	0	1	0
TRINITY_DN59028_c1_g1	TRINITY_DN59028_c1_g1_i1	1	687	-	687	16	71	12	46	55	1
TRINITY_DN59107_c0_g1	TRINITY_DN59107_c0_g1_i1	1	365	-	365	0	0	0	0	0	0
TRINITY_DN59093_c0_g1	TRINITY_DN59093_c0_g1_i3	1	1227	-	1227	21	14	8	53	7	3
TRINITY_DN59070_c0_g1	TRINITY_DN59070_c0_g1_i1	1	643	-	643	2	2	7	5	0	4
TRINITY_DN59157_c0_g1	TRINITY_DN59157_c0_g1_i1	1	433	-	433	1	4	3	0	1	2
TRINITY_DN59202_c0_g1	TRINITY_DN59202_c0_g1_i1	1	356	-	356	0	1	6	0	0	0
TRINITY_DN59150_c0_g1	TRINITY_DN59150_c0_g1_i1	1	555	-	555	0	3	1	1	0	8
TRINITY_DN59184_c0_g1	TRINITY_DN59184_c0_g1_i1	1	302	-	302	2	1	0	4	0	0
TRINITY_DN59201_c0_g1	TRINITY_DN59201_c0_g1_i1	1	1460	-	1460	25	9	22	33	7	8
TRINITY_DN59129_c0_g1	TRINITY_DN59129_c0_g1_i1	1	309	-	309	1	7	0	4	0	3
TRINITY_DN59131_c0_g1	TRINITY_DN59131_c0_g1_i1	1	5208	-	5208	1253	1223	2109	800	527	1199
TRINITY_DN59190_c0_g1	TRINITY_DN59190_c0_g1_i1	1	311	-	311	0	1	2	1	0	0
TRINITY_DN59290_c0_g1	TRINITY_DN59290_c0_g1_i4	1	615	-	615	2	4	6	8	2	12
TRINITY_DN59285_c0_g1	TRINITY_DN59285_c0_g1_i2	1	1032	-	1032	40	5	10	46	18	20
TRINITY_DN59295_c0_g1	TRINITY_DN59295_c0_g1_i1	1	626	-	626	4	12	9	15	7	5
TRINITY_DN59296_c0_g2	TRINITY_DN59296_c0_g2_i1	1	1260	-	1260	13	13	35	0	3	10
TRINITY_DN59296_c0_g3	TRINITY_DN59296_c0_g3_i1	1	1569	-	1569	24	11	11	27	17	2
TRINITY_DN59296_c0_g1	TRINITY_DN59296_c0_g1_i2	1	1449	-	1449	0	19	31	1	3	1
TRINITY_DN59354_c0_g1	TRINITY_DN59354_c0_g1_i9	1	754	-	754	10	7	5	7	0	0
TRINITY_DN59345_c0_g1	TRINITY_DN59345_c0_g1_i1	1	1574	-	1574	0	18	24	3	77	66
TRINITY_DN59375_c0_g1	TRINITY_DN59375_c0_g1_i1	1	310	-	310	0	0	0	0	0	0
TRINITY_DN59391_c0_g1	TRINITY_DN59391_c0_g1_i1	1	310	-	310	9	5	10	6	13	9
TRINITY_DN59349_c0_g1	TRINITY_DN59349_c0_g1_i1	1	3106	-	3106	1502	3703	6538	1404	3939	4873
TRINITY_DN59340_c0_g1	TRINITY_DN59340_c0_g1_i1	1	496	-	496	0	5	11	7	4	4
TRINITY_DN59387_c0_g1	TRINITY_DN59387_c0_g1_i3	1	3628	-	3628	85	69	83	74	20	28
TRINITY_DN59521_c0_g1	TRINITY_DN59521_c0_g1_i1	1	365	-	365	9	7	10	2	1	6
TRINITY_DN59436_c0_g1	TRINITY_DN59436_c0_g1_i1	1	340	-	340	2	0	0	3	2	0
TRINITY_DN59523_c0_g1	TRINITY_DN59523_c0_g1_i2	1	304	-	304	12	14	21	24	13	20
TRINITY_DN59523_c1_g1	TRINITY_DN59523_c1_g1_i1	1	361	-	361	1	0	0	9	5	2
TRINITY_DN59455_c0_g1	TRINITY_DN59455_c0_g1_i1	1	826	-	826	3	2	10	0	0	6
TRINITY_DN59455_c0_g2	TRINITY_DN59455_c0_g2_i1	1	1706	-	1706	8	14	19	1	1	23
TRINITY_DN59508_c0_g1	TRINITY_DN59508_c0_g1_i3	1	2580	-	2580	868	1205	1612	958	1334	1617
TRINITY_DN59470_c0_g1	TRINITY_DN59470_c0_g1_i1	1	1482	-	1482	1	30	32	5	17	1
TRINITY_DN59452_c0_g1	TRINITY_DN59452_c0_g1_i1	1	734	-	734	1	5	7	1	0	0
TRINITY_DN59452_c0_g2	TRINITY_DN59452_c0_g2_i1	1	319	-	319	1	0	1	0	0	0
TRINITY_DN59444_c0_g1	TRINITY_DN59444_c0_g1_i1	1	382	-	382	0	0	2	0	0	6
TRINITY_DN59576_c0_g1	TRINITY_DN59576_c0_g1_i1	1	492	-	492	3	14	4	10	1	3
TRINITY_DN59582_c0_g1	TRINITY_DN59582_c0_g1_i1	1	1852	-	1852	30	10	148	18	11	39
TRINITY_DN59626_c0_g1	TRINITY_DN59626_c0_g1_i1	1	339	-	339	0	0	0	3	3	7
TRINITY_DN59586_c0_g1	TRINITY_DN59586_c0_g1_i2	1	364	-	364	4	2	2	0	0	2
TRINITY_DN59622_c0_g1	TRINITY_DN59622_c0_g1_i2	1	310	-	310	2	1	0	1	1	1
TRINITY_DN59544_c0_g2	TRINITY_DN59544_c0_g2_i2	1	577	-	577	1	0	7	1	0	0
TRINITY_DN59722_c0_g1	TRINITY_DN59722_c0_g1_i1	1	961	-	961	32	38	34	10	5	6
TRINITY_DN59722_c2_g1	TRINITY_DN59722_c2_g1_i1	1	350	-	350	3	2	2	2	1	2
TRINITY_DN59708_c0_g1	TRINITY_DN59708_c0_g1_i1	1	330	-	330	8	12	3	10	1	2
TRINITY_DN59676_c0_g1	TRINITY_DN59676_c0_g1_i2	1	707	-	707	24	3	2	10	0	0
TRINITY_DN59691_c0_g1	TRINITY_DN59691_c0_g1_i1	1	1258	-	1258	34	40	8	0	2	5
TRINITY_DN59717_c0_g1	TRINITY_DN59717_c0_g1_i1	1	323	-	323	1	2	1	0	0	0
TRINITY_DN59646_c0_g2	TRINITY_DN59646_c0_g2_i1	1	3588	-	3588	119	105	105	30	11	25
TRINITY_DN59679_c2_g3	TRINITY_DN59679_c2_g3_i1	1	1505	-	1505	588	427	225	755	596	322
TRINITY_DN59721_c0_g1	TRINITY_DN59721_c0_g1_i1	1	1450	-	1450	12	9	8	29	22	23
TRINITY_DN59716_c0_g1	TRINITY_DN59716_c0_g1_i1	1	445	-	445	0	0	0	0	0	0
TRINITY_DN59668_c0_g1	TRINITY_DN59668_c0_g1_i1	1	376	-	376	1	3	3	4	3	1
TRINITY_DN59727_c0_g1	TRINITY_DN59727_c0_g1_i1	1	873	-	873	0	2	1	5	9	0
TRINITY_DN59771_c0_g1	TRINITY_DN59771_c0_g1_i1	1	3392	-	3392	2	1	8	4	0	48
TRINITY_DN59800_c0_g1	TRINITY_DN59800_c0_g1_i1	1	705	-	705	8	11	8	20	9	14
TRINITY_DN59807_c0_g1	TRINITY_DN59807_c0_g1_i4	1	492	-	492	0	10	6	0	1	0
TRINITY_DN59737_c0_g1	TRINITY_DN59737_c0_g1_i1	1	305	-	305	4	7	7	8	6	9
TRINITY_DN59772_c0_g1	TRINITY_DN59772_c0_g1_i3	1	362	-	362	31	10	3	31	1	0
TRINITY_DN59758_c0_g3	TRINITY_DN59758_c0_g3_i1	1	557	-	557	9	1	0	30	0	0
TRINITY_DN59735_c0_g1	TRINITY_DN59735_c0_g1_i1	1	813	-	813	1	8	0	0	3	2
TRINITY_DN59774_c0_g1	TRINITY_DN59774_c0_g1_i2	1	881	-	881	37	11	24	69	3	2
TRINITY_DN59814_c0_g3	TRINITY_DN59814_c0_g3_i1	1	1603	-	1603	1093	1092	1239	787	663	738
TRINITY_DN59790_c0_g1	TRINITY_DN59790_c0_g1_i1	1	570	-	570	1	8	0	0	1	0
TRINITY_DN59822_c0_g1	TRINITY_DN59822_c0_g1_i1	1	401	-	401	0	1	4	4	13	15
TRINITY_DN59729_c0_g1	TRINITY_DN59729_c0_g1_i1	1	427	-	427	2	0	3	0	0	0
TRINITY_DN59762_c0_g1	TRINITY_DN59762_c0_g1_i1	1	435	-	435	22	30	18	17	1	5
TRINITY_DN59757_c0_g1	TRINITY_DN59757_c0_g1_i1	1	357	-	357	5	14	17	0	4	1
TRINITY_DN59889_c0_g1	TRINITY_DN59889_c0_g1_i1	1	1044	-	1044	0	2	8	1	1	1
TRINITY_DN59894_c0_g1	TRINITY_DN59894_c0_g1_i1	1	2951	-	2951	75	76	103	28	23	60
TRINITY_DN59920_c0_g1	TRINITY_DN59920_c0_g1_i1	1	451	-	451	0	4	0	0	2	0
TRINITY_DN59920_c0_g2	TRINITY_DN59920_c0_g2_i1	1	543	-	543	0	2	0	0	0	0
TRINITY_DN59835_c2_g1	TRINITY_DN59835_c2_g1_i1	1	1622	-	1622	25	29	106	34	89	103
TRINITY_DN59835_c2_g3	TRINITY_DN59835_c2_g3_i1	1	1622	-	1622	16	41	87	34	83	90
TRINITY_DN59850_c0_g1	TRINITY_DN59850_c0_g1_i1	1	324	-	324	0	0	2	0	0	2
TRINITY_DN59848_c0_g1	TRINITY_DN59848_c0_g1_i3	1	2626	-	2626	36	35	9	70	6	5
TRINITY_DN59922_c0_g1	TRINITY_DN59922_c0_g1_i1	1	303	-	303	1	1	2	0	0	0
TRINITY_DN59921_c0_g1	TRINITY_DN59921_c0_g1_i1	1	470	-	470	0	2	4	0	0	0
TRINITY_DN59924_c0_g1	TRINITY_DN59924_c0_g1_i1	1	2351	-	2351	78	66	13	103	46	20
TRINITY_DN60012_c0_g1	TRINITY_DN60012_c0_g1_i1	1	483	-	483	0	5	0	1	0	0
TRINITY_DN59942_c0_g1	TRINITY_DN59942_c0_g1_i1	1	822	-	822	3	9	2	0	1	1
TRINITY_DN59944_c0_g1	TRINITY_DN59944_c0_g1_i1	1	688	-	688	0	2	0	0	0	0
TRINITY_DN60001_c0_g1	TRINITY_DN60001_c0_g1_i1	1	904	-	904	16	4	6	3	1	1
TRINITY_DN59972_c0_g1	TRINITY_DN59972_c0_g1_i2	1	391	-	391	3	2	1	0	0	0
TRINITY_DN59938_c0_g1	TRINITY_DN59938_c0_g1_i2	1	815	-	815	0	0	6	0	0	9
TRINITY_DN60116_c0_g1	TRINITY_DN60116_c0_g1_i4	1	704	-	704	12	1	3	9	0	3
TRINITY_DN60056_c0_g1	TRINITY_DN60056_c0_g1_i3	1	1360	-	1360	49	231	46	31	160	13
TRINITY_DN60053_c0_g1	TRINITY_DN60053_c0_g1_i1	1	422	-	422	0	16	2	0	5	3
TRINITY_DN60107_c0_g1	TRINITY_DN60107_c0_g1_i2	1	3037	-	3037	0	54	19	0	2	2
TRINITY_DN60072_c0_g1	TRINITY_DN60072_c0_g1_i1	1	422	-	422	0	0	0	0	0	0
TRINITY_DN60043_c0_g1	TRINITY_DN60043_c0_g1_i2	1	307	-	307	0	0	6	0	0	1
TRINITY_DN60061_c0_g1	TRINITY_DN60061_c0_g1_i1	1	1167	-	1167	0	0	16	0	0	16
TRINITY_DN60096_c0_g1	TRINITY_DN60096_c0_g1_i3	1	582	-	582	1	2	1	16	5	1
TRINITY_DN60031_c0_g1	TRINITY_DN60031_c0_g1_i2	1	2737	-	2737	2943	6271	12042	2304	6105	6470
TRINITY_DN60098_c0_g1	TRINITY_DN60098_c0_g1_i1	1	308	-	308	2	1	1	0	0	2
TRINITY_DN60069_c0_g1	TRINITY_DN60069_c0_g1_i1	1	641	-	641	0	3	4	0	0	1
TRINITY_DN60035_c0_g1	TRINITY_DN60035_c0_g1_i2	1	468	-	468	5	0	0	0	0	0
TRINITY_DN60162_c0_g1	TRINITY_DN60162_c0_g1_i7	1	1039	-	1039	0	176	36	3	162	47
TRINITY_DN60164_c0_g1	TRINITY_DN60164_c0_g1_i1	1	2525	-	2525	506	788	3272	877	887	2423
TRINITY_DN60221_c1_g1	TRINITY_DN60221_c1_g1_i1	1	345	-	345	0	0	2	0	0	1
TRINITY_DN60254_c0_g2	TRINITY_DN60254_c0_g2_i8	1	541	-	541	7	10	29	13	5	15
TRINITY_DN60276_c0_g1	TRINITY_DN60276_c0_g1_i1	1	443	-	443	83	248	350	655	768	1699
TRINITY_DN60312_c0_g1	TRINITY_DN60312_c0_g1_i1	1	885	-	885	0	1	42	0	2	125
TRINITY_DN60243_c0_g1	TRINITY_DN60243_c0_g1_i1	1	551	-	551	2	2	0	1	2	0
TRINITY_DN60300_c0_g2	TRINITY_DN60300_c0_g2_i1	1	300	-	300	0	0	0	0	0	0
TRINITY_DN60318_c0_g1	TRINITY_DN60318_c0_g1_i1	1	881	-	881	2	5	4	0	12	8
TRINITY_DN60278_c1_g1	TRINITY_DN60278_c1_g1_i1	1	755	-	755	0	0	1	4	0	0
TRINITY_DN60313_c0_g1	TRINITY_DN60313_c0_g1_i1	1	540	-	540	23	13	7	23	2	5
TRINITY_DN60232_c0_g1	TRINITY_DN60232_c0_g1_i1	1	954	-	954	47	17	44	96	14	8
TRINITY_DN60253_c0_g1	TRINITY_DN60253_c0_g1_i1	1	2024	-	2024	495	1085	150	738	509	69
TRINITY_DN60237_c0_g1	TRINITY_DN60237_c0_g1_i1	1	545	-	545	7	1	13	3	0	1
TRINITY_DN60295_c0_g1	TRINITY_DN60295_c0_g1_i3	1	384	-	384	1	2	9	0	0	0
TRINITY_DN60298_c0_g1	TRINITY_DN60298_c0_g1_i1	1	456	-	456	16	15	17	0	6	0
TRINITY_DN60410_c0_g1	TRINITY_DN60410_c0_g1_i1	1	459	-	459	16	22	37	17	28	37
TRINITY_DN60383_c0_g1	TRINITY_DN60383_c0_g1_i1	1	984	-	984	46	17	20	7	1	0
TRINITY_DN60413_c0_g1	TRINITY_DN60413_c0_g1_i1	1	636	-	636	64	29	177	2	4	29
TRINITY_DN60338_c0_g1	TRINITY_DN60338_c0_g1_i2	1	457	-	457	6	2	8	2	0	1
TRINITY_DN60407_c0_g1	TRINITY_DN60407_c0_g1_i1	1	353	-	353	0	0	2	1	0	1
TRINITY_DN60397_c0_g1	TRINITY_DN60397_c0_g1_i2	1	1484	-	1484	0	1	60	0	0	15
TRINITY_DN60401_c0_g1	TRINITY_DN60401_c0_g1_i1	1	859	-	859	299	722	1525	2338	1336	2622
TRINITY_DN60349_c0_g1	TRINITY_DN60349_c0_g1_i1	1	362	-	362	0	0	4	0	0	0
TRINITY_DN60388_c0_g1	TRINITY_DN60388_c0_g1_i2	1	4244	-	4244	2929	2239	3501	1632	1478	1972
TRINITY_DN60363_c0_g1	TRINITY_DN60363_c0_g1_i4	1	2068	-	2068	65	52	82	47	39	46
TRINITY_DN60385_c0_g1	TRINITY_DN60385_c0_g1_i1	1	538	-	538	0	0	0	0	0	0
TRINITY_DN60355_c0_g1	TRINITY_DN60355_c0_g1_i1	1	3854	-	3854	1380	1040	1336	656	427	674
TRINITY_DN60355_c1_g1	TRINITY_DN60355_c1_g1_i2	1	1770	-	1770	229	58	1156	42	13	809
TRINITY_DN60392_c0_g1	TRINITY_DN60392_c0_g1_i1	1	519	-	519	0	5	0	0	15	1
TRINITY_DN60465_c0_g1	TRINITY_DN60465_c0_g1_i1	1	384	-	384	0	1	3	0	1	1
TRINITY_DN60481_c0_g1	TRINITY_DN60481_c0_g1_i1	1	918	-	918	11	3	6	9	5	4
TRINITY_DN60526_c0_g1	TRINITY_DN60526_c0_g1_i1	1	1217	-	1217	333	6	71	267	2	69
TRINITY_DN60536_c0_g1	TRINITY_DN60536_c0_g1_i1	1	316	-	316	0	3	9	16	4	18
TRINITY_DN60616_c2_g1	TRINITY_DN60616_c2_g1_i2	1	849	-	849	0	49	3	15	150	20
TRINITY_DN60578_c0_g1	TRINITY_DN60578_c0_g1_i1	1	841	-	841	3	3	4	16	0	5
TRINITY_DN60570_c0_g1	TRINITY_DN60570_c0_g1_i1	1	1336	-	1336	46	4	17	13	3	8
TRINITY_DN60550_c0_g1	TRINITY_DN60550_c0_g1_i1	1	391	-	391	0	1	8	0	0	6
TRINITY_DN60556_c1_g1	TRINITY_DN60556_c1_g1_i1	1	1432	-	1432	1389	1775	2894	2396	3844	3496
TRINITY_DN60531_c0_g1	TRINITY_DN60531_c0_g1_i1	1	1441	-	1441	1	1	12	0	2	71
TRINITY_DN60563_c0_g1	TRINITY_DN60563_c0_g1_i1	1	1395	-	1395	2	1	18	4	0	12
TRINITY_DN60688_c0_g1	TRINITY_DN60688_c0_g1_i1	1	1205	-	1205	56	0	0	79	1	0
TRINITY_DN60699_c0_g1	TRINITY_DN60699_c0_g1_i1	1	1303	-	1303	0	27	8	1	126	16
TRINITY_DN60660_c0_g1	TRINITY_DN60660_c0_g1_i1	1	298	-	298	1	7	7	6	8	13
TRINITY_DN60632_c2_g1	TRINITY_DN60632_c2_g1_i1	1	592	-	592	1	9	10	0	0	2
TRINITY_DN60717_c0_g1	TRINITY_DN60717_c0_g1_i1	1	441	-	441	0	12	3	2	10	6
TRINITY_DN60724_c0_g1	TRINITY_DN60724_c0_g1_i1	1	1008	-	1008	2	5	1	1	4	3
TRINITY_DN60657_c0_g1	TRINITY_DN60657_c0_g1_i1	1	853	-	853	2	25	0	0	18	0
TRINITY_DN60713_c0_g1	TRINITY_DN60713_c0_g1_i1	1	770	-	770	6	11	12	4	8	0
TRINITY_DN60685_c0_g1	TRINITY_DN60685_c0_g1_i1	1	1434	-	1434	7	5	78	5	1	34
TRINITY_DN60720_c0_g1	TRINITY_DN60720_c0_g1_i1	1	298	-	298	0	67	6	0	3	0
TRINITY_DN60711_c0_g1	TRINITY_DN60711_c0_g1_i1	1	1353	-	1353	16	9	9	14	2	3
TRINITY_DN60727_c0_g1	TRINITY_DN60727_c0_g1_i1	1	1785	-	1785	57	68	68	82	58	141
TRINITY_DN60677_c0_g1	TRINITY_DN60677_c0_g1_i1	1	867	-	867	4	14	10	6	0	7
TRINITY_DN60650_c3_g1	TRINITY_DN60650_c3_g1_i1	1	324	-	324	12	7	24	9	20	16
TRINITY_DN60771_c0_g1	TRINITY_DN60771_c0_g1_i3	1	315	-	315	5	32	14	2	0	0
TRINITY_DN60814_c0_g1	TRINITY_DN60814_c0_g1_i1	1	340	-	340	4	2	14	3	2	50
TRINITY_DN60807_c0_g1	TRINITY_DN60807_c0_g1_i2	1	1146	-	1146	288	174	124	729	156	10
TRINITY_DN60807_c2_g2	TRINITY_DN60807_c2_g2_i1	1	797	-	797	5	2	11	2	1	7
TRINITY_DN60807_c2_g3	TRINITY_DN60807_c2_g3_i1	1	649	-	649	0	2	8	3	0	1
TRINITY_DN60737_c0_g1	TRINITY_DN60737_c0_g1_i1	1	1064	-	1064	19	24	0	33	24	0
TRINITY_DN60848_c0_g1	TRINITY_DN60848_c0_g1_i1	1	415	-	415	0	4	1	0	0	1
TRINITY_DN60873_c0_g1	TRINITY_DN60873_c0_g1_i1	1	452	-	452	1	1	3	1	0	2
TRINITY_DN60867_c0_g1	TRINITY_DN60867_c0_g1_i1	1	318	-	318	0	3	1	0	0	0
TRINITY_DN60909_c0_g1	TRINITY_DN60909_c0_g1_i4	1	993	-	993	17	9	10	4	1	1
TRINITY_DN60841_c0_g1	TRINITY_DN60841_c0_g1_i1	1	304	-	304	0	0	3	1	5	0
TRINITY_DN60876_c0_g1	TRINITY_DN60876_c0_g1_i1	1	434	-	434	2	0	10	0	0	3
TRINITY_DN60889_c0_g1	TRINITY_DN60889_c0_g1_i1	1	1497	-	1497	1	0	102	0	0	43
TRINITY_DN60871_c0_g1	TRINITY_DN60871_c0_g1_i1	1	2258	-	2258	65	79	5	14	9	2
TRINITY_DN60833_c0_g1	TRINITY_DN60833_c0_g1_i1	1	430	-	430	12	14	16	14	4	31
TRINITY_DN60838_c0_g1	TRINITY_DN60838_c0_g1_i1	1	395	-	395	5	3	2	23	2	5
TRINITY_DN61021_c0_g1	TRINITY_DN61021_c0_g1_i1	1	1004	-	1004	2	7	19	9	4	4
TRINITY_DN60953_c0_g1	TRINITY_DN60953_c0_g1_i1	1	405	-	405	6	3	2	1	3	1
TRINITY_DN60997_c0_g1	TRINITY_DN60997_c0_g1_i1	1	654	-	654	4	0	6	4	2	3
TRINITY_DN60997_c0_g2	TRINITY_DN60997_c0_g2_i1	1	833	-	833	4	3	3	9	2	5
TRINITY_DN60947_c0_g1	TRINITY_DN60947_c0_g1_i1	1	345	-	345	1	1	0	1	0	1
TRINITY_DN60970_c0_g1	TRINITY_DN60970_c0_g1_i1	1	2867	-	2867	89	37	44	133	25	20
TRINITY_DN60963_c0_g1	TRINITY_DN60963_c0_g1_i1	1	2141	-	2141	1	22	311	9	16	85
TRINITY_DN60950_c0_g1	TRINITY_DN60950_c0_g1_i1	1	3353	-	3353	39	30	188	66	9	37
TRINITY_DN61012_c0_g1	TRINITY_DN61012_c0_g1_i1	1	667	-	667	1	4	7	5	0	0
TRINITY_DN60961_c0_g1	TRINITY_DN60961_c0_g1_i1	1	649	-	649	1	66	2	4	12	4
