"","GO.ID","Term","Annotated","Significant","Expected","classic","KS"
"5096","GO:0009125","nucleoside monophosphate catabolic proce...",13,0,0.69,"1.00000","1.00000"
"5097","GO:0009127","purine nucleoside monophosphate biosynth...",62,0,3.29,"1.00000","1.00000"
"5098","GO:0009128","purine nucleoside monophosphate cataboli...",12,0,0.64,"1.00000","1.00000"
"5099","GO:0009133","nucleoside diphosphate biosynthetic proc...",11,0,0.58,"1.00000","0.11987"
"5100","GO:0009147","pyrimidine nucleoside triphosphate metab...",14,0,0.74,"1.00000","0.80129"
"5101","GO:0009148","pyrimidine nucleoside triphosphate biosy...",11,0,0.58,"1.00000","0.10203"
"5102","GO:0009151","purine deoxyribonucleotide metabolic pro...",13,0,0.69,"1.00000","0.18612"
"5103","GO:0009156","ribonucleoside monophosphate biosyntheti...",69,0,3.66,"1.00000","0.44943"
"5104","GO:0009158","ribonucleoside monophosphate catabolic p...",13,0,0.69,"1.00000","0.85614"
"5105","GO:0009163","nucleoside biosynthetic process",51,0,2.71,"1.00000","1.00000"
"5106","GO:0009164","nucleoside catabolic process",38,0,2.02,"1.00000","0.93898"
"5107","GO:0009168","purine ribonucleoside monophosphate bios...",62,0,3.29,"1.00000","0.08203"
"5108","GO:0009169","purine ribonucleoside monophosphate cata...",12,0,0.64,"1.00000","0.67039"
"5109","GO:0009200","deoxyribonucleoside triphosphate metabol...",18,0,0.96,"1.00000","0.51498"
"5110","GO:0009208","pyrimidine ribonucleoside triphosphate m...",10,0,0.53,"1.00000","0.15771"
"5111","GO:0009215","purine deoxyribonucleoside triphosphate ...",12,0,0.64,"1.00000","0.11330"
"5112","GO:0009218","pyrimidine ribonucleotide metabolic proc...",18,0,0.96,"1.00000","0.64293"
"5113","GO:0009220","pyrimidine ribonucleotide biosynthetic p...",16,0,0.85,"1.00000","0.13374"
"5114","GO:0009251","glucan catabolic process",30,0,1.59,"1.00000","0.68988"
"5115","GO:0009263","deoxyribonucleotide biosynthetic process",14,0,0.74,"1.00000","0.38528"
"5116","GO:0009265","2'-deoxyribonucleotide biosynthetic proc...",10,0,0.53,"1.00000","0.65272"
"5117","GO:0009301","snRNA transcription",59,0,3.13,"1.00000","1.00000"
"5118","GO:0009312","oligosaccharide biosynthetic process",16,0,0.85,"1.00000","0.27013"
"5119","GO:0009404","toxin metabolic process",12,0,0.64,"1.00000","0.27352"
"5120","GO:0009435","NAD biosynthetic process",20,0,1.06,"1.00000","0.70034"
"5121","GO:0009437","carnitine metabolic process",11,0,0.58,"1.00000","0.27244"
"5122","GO:0009452","7-methylguanosine RNA capping",30,0,1.59,"1.00000","0.45517"
"5123","GO:0009453","energy taxis",29,0,1.54,"1.00000","0.88983"
"5124","GO:0009589","detection of UV",14,0,0.74,"1.00000","0.80875"
"5125","GO:0009635","response to herbicide",17,0,0.9,"1.00000","0.12123"
"5126","GO:0009650","UV protection",14,0,0.74,"1.00000","0.58044"
"5127","GO:0009750","response to fructose",11,0,0.58,"1.00000","0.05768"
"5128","GO:0009794","regulation of mitotic cell cycle, embryo...",24,0,1.27,"1.00000","0.13697"
"5129","GO:0009912","auditory receptor cell fate commitment",10,0,0.53,"1.00000","0.65188"
"5130","GO:0009949","polarity specification of anterior/poste...",16,0,0.85,"1.00000","0.41468"
"5131","GO:0010032","meiotic chromosome condensation",12,0,0.64,"1.00000","0.10975"
"5132","GO:0010044","response to aluminum ion",13,0,0.69,"1.00000","0.15230"
"5133","GO:0010046","response to mycotoxin",13,0,0.69,"1.00000","0.73684"
"5134","GO:0010155","regulation of proton transport",10,0,0.53,"1.00000","0.72473"
"5135","GO:0010165","response to X-ray",60,0,3.19,"1.00000","0.67603"
"5136","GO:0010212","response to ionizing radiation",188,0,9.98,"1.00000","0.17350"
"5137","GO:0010224","response to UV-B",15,0,0.8,"1.00000","0.16203"
"5138","GO:0010257","NADH dehydrogenase complex assembly",34,0,1.81,"1.00000","1.00000"
"5139","GO:0010269","response to selenium ion",27,0,1.43,"1.00000","0.09621"
"5140","GO:0010288","response to lead ion",16,0,0.85,"1.00000","0.07884"
"5141","GO:0010310","regulation of hydrogen peroxide metaboli...",12,0,0.64,"1.00000","0.48041"
"5142","GO:0010332","response to gamma radiation",80,0,4.25,"1.00000","0.51693"
"5143","GO:0010457","centriole-centriole cohesion",15,0,0.8,"1.00000","0.36510"
"5144","GO:0010458","exit from mitosis",36,0,1.91,"1.00000","0.48381"
"5145","GO:0010501","RNA secondary structure unwinding",46,0,2.44,"1.00000","0.52486"
"5146","GO:0010511","regulation of phosphatidylinositol biosy...",10,0,0.53,"1.00000","0.76782"
"5147","GO:0010518","positive regulation of phospholipase act...",22,0,1.17,"1.00000","0.65410"
"5148","GO:0010560","positive regulation of glycoprotein bios...",15,0,0.8,"1.00000","0.33970"
"5149","GO:0010569","regulation of double-strand break repair...",24,0,1.27,"1.00000","0.19961"
"5150","GO:0010586","miRNA metabolic process",53,0,2.81,"1.00000","0.05863"
"5151","GO:0010656","negative regulation of muscle cell apopt...",30,0,1.59,"1.00000","0.64222"
"5152","GO:0010664","negative regulation of striated muscle c...",21,0,1.12,"1.00000","0.68788"
"5153","GO:0010667","negative regulation of cardiac muscle ce...",14,0,0.74,"1.00000","0.63944"
"5154","GO:0010669","epithelial structure maintenance",28,0,1.49,"1.00000","0.09448"
"5155","GO:0010765","positive regulation of sodium ion transp...",13,0,0.69,"1.00000","0.44486"
"5156","GO:0010799","regulation of peptidyl-threonine phospho...",26,0,1.38,"1.00000","1.00000"
"5157","GO:0010800","positive regulation of peptidyl-threonin...",16,0,0.85,"1.00000","0.11417"
"5158","GO:0010801","negative regulation of peptidyl-threonin...",10,0,0.53,"1.00000","0.83578"
"5159","GO:0010803","regulation of tumor necrosis factor-medi...",45,0,2.39,"1.00000","0.06457"
"5160","GO:0010823","negative regulation of mitochondrion org...",36,0,1.91,"1.00000","0.00599"
"5161","GO:0010824","regulation of centrosome duplication",37,0,1.97,"1.00000","0.89683"
"5162","GO:0010826","negative regulation of centrosome duplic...",15,0,0.8,"1.00000","0.22042"
"5163","GO:0010833","telomere maintenance via telomere length...",62,0,3.29,"1.00000","0.00992"
"5164","GO:0010863","positive regulation of phospholipase C a...",16,0,0.85,"1.00000","0.18524"
"5165","GO:0010866","regulation of triglyceride biosynthetic ...",20,0,1.06,"1.00000","0.79547"
"5166","GO:0010867","positive regulation of triglyceride bios...",14,0,0.74,"1.00000","0.78565"
"5167","GO:0010878","cholesterol storage",13,0,0.69,"1.00000","0.26754"
"5168","GO:0010883","regulation of lipid storage",69,0,3.66,"1.00000","0.77785"
"5169","GO:0010884","positive regulation of lipid storage",28,0,1.49,"1.00000","0.32332"
"5170","GO:0010885","regulation of cholesterol storage",12,0,0.64,"1.00000","0.11860"
"5171","GO:0010888","negative regulation of lipid storage",18,0,0.96,"1.00000","0.14764"
"5172","GO:0010893","positive regulation of steroid biosynthe...",17,0,0.9,"1.00000","0.46509"
"5173","GO:0010907","positive regulation of glucose metabolic...",38,0,2.02,"1.00000","1.00000"
"5174","GO:0010911","regulation of isomerase activity",18,0,0.96,"1.00000","1.00000"
"5175","GO:0010912","positive regulation of isomerase activit...",18,0,0.96,"1.00000","0.26459"
"5176","GO:0010918","positive regulation of mitochondrial mem...",11,0,0.58,"1.00000","0.25397"
"5177","GO:0010971","positive regulation of G2/M transition o...",28,0,1.49,"1.00000","0.28951"
"5178","GO:0010972","negative regulation of G2/M transition o...",57,0,3.03,"1.00000","0.00318"
"5179","GO:0012502","induction of programmed cell death",12,0,0.64,"1.00000","1.00000"
"5180","GO:0014029","neural crest formation",15,0,0.8,"1.00000","0.17662"
"5181","GO:0014034","neural crest cell fate commitment",10,0,0.53,"1.00000","1.00000"
"5182","GO:0014036","neural crest cell fate specification",10,0,0.53,"1.00000","0.64962"
"5183","GO:0014829","vascular associated smooth muscle contra...",15,0,0.8,"1.00000","0.73073"
"5184","GO:0014856","skeletal muscle cell proliferation",11,0,0.58,"1.00000","0.30761"
"5185","GO:0014857","regulation of skeletal muscle cell proli...",10,0,0.53,"1.00000","0.87805"
"5186","GO:0014889","muscle atrophy",12,0,0.64,"1.00000","0.77142"
"5187","GO:0015677","copper ion import",10,0,0.53,"1.00000","0.94219"
"5188","GO:0015697","quaternary ammonium group transport",16,0,0.85,"1.00000","0.60254"
"5189","GO:0015748","organophosphate ester transport",57,0,3.03,"1.00000","0.86916"
"5190","GO:0015780","nucleotide-sugar transmembrane transport",11,0,0.58,"1.00000","0.73306"
"5191","GO:0015865","purine nucleotide transport",10,0,0.53,"1.00000","0.30524"
"5192","GO:0015914","phospholipid transport",40,0,2.12,"1.00000","0.10710"
"5193","GO:0015919","peroxisomal membrane transport",14,0,0.74,"1.00000","0.09866"
"5194","GO:0015980","energy derivation by oxidation of organi...",250,0,13.28,"1.00000","0.95314"
"5195","GO:0015985","energy coupled proton transport, down el...",21,0,1.12,"1.00000","0.14871"
"5196","GO:0015986","proton motive force-driven ATP synthesis",21,0,1.12,"1.00000","0.42742"
"5197","GO:0016037","light absorption",11,0,0.58,"1.00000","1.00000"
"5198","GO:0016039","absorption of UV light",11,0,0.58,"1.00000","0.15324"
"5199","GO:0016059","deactivation of rhodopsin mediated signa...",12,0,0.64,"1.00000","0.38136"
"5200","GO:0016075","rRNA catabolic process",14,0,0.74,"1.00000","0.53198"
"5201","GO:0016080","synaptic vesicle targeting",13,0,0.69,"1.00000","0.02664"
"5202","GO:0016081","synaptic vesicle docking",22,0,1.17,"1.00000","0.33712"
"5203","GO:0016093","polyprenol metabolic process",18,0,0.96,"1.00000","0.27329"
"5204","GO:0016226","iron-sulfur cluster assembly",19,0,1.01,"1.00000","0.13683"
"5205","GO:0016233","telomere capping",39,0,2.07,"1.00000","0.67005"
"5206","GO:0016242","negative regulation of macroautophagy",46,0,2.44,"1.00000","0.10832"
"5207","GO:0016243","regulation of autophagosome size",18,0,0.96,"1.00000","0.17250"
"5208","GO:0016254","preassembly of GPI anchor in ER membrane",17,0,0.9,"1.00000","0.46249"
"5209","GO:0016267","O-glycan processing, core 1",15,0,0.8,"1.00000","0.64446"
"5210","GO:0016321","female meiosis chromosome segregation",12,0,0.64,"1.00000","0.20780"
"5211","GO:0016325","oocyte microtubule cytoskeleton organiza...",26,0,1.38,"1.00000","0.14277"
"5212","GO:0016446","somatic hypermutation of immunoglobulin ...",10,0,0.53,"1.00000","0.42841"
"5213","GO:0016556","mRNA modification",21,0,1.12,"1.00000","0.46193"
"5214","GO:0016579","protein deubiquitination",228,0,12.11,"1.00000","0.03600"
"5215","GO:0016925","protein sumoylation",27,0,1.43,"1.00000","0.44787"
"5216","GO:0016973","poly(A)+ mRNA export from nucleus",15,0,0.8,"1.00000","0.51412"
"5217","GO:0017000","antibiotic biosynthetic process",12,0,0.64,"1.00000","0.79714"
"5218","GO:0017004","cytochrome complex assembly",22,0,1.17,"1.00000","0.12573"
"5219","GO:0017121","plasma membrane phospholipid scrambling",14,0,0.74,"1.00000","0.42403"
"5220","GO:0018027","peptidyl-lysine dimethylation",12,0,0.64,"1.00000","0.05627"
"5221","GO:0018126","protein hydroxylation",19,0,1.01,"1.00000","0.62590"
"5222","GO:0018146","keratan sulfate biosynthetic process",13,0,0.69,"1.00000","0.56858"
"5223","GO:0018202","peptidyl-histidine modification",13,0,0.69,"1.00000","0.13200"
"5224","GO:0018206","peptidyl-methionine modification",12,0,0.64,"1.00000","0.84332"
"5225","GO:0018279","protein N-linked glycosylation via aspar...",20,0,1.06,"1.00000","0.77867"
"5226","GO:0018345","protein palmitoylation",18,0,0.96,"1.00000","0.75749"
"5227","GO:0019068","virion assembly",27,0,1.43,"1.00000","0.24061"
"5228","GO:0019083","viral transcription",32,0,1.7,"1.00000","0.56069"
"5229","GO:0019094","pole plasm mRNA localization",48,0,2.55,"1.00000","0.87073"
"5230","GO:0019319","hexose biosynthetic process",53,0,2.81,"1.00000","0.21927"
"5231","GO:0019321","pentose metabolic process",10,0,0.53,"1.00000","0.47487"
"5232","GO:0019348","dolichol metabolic process",17,0,0.9,"1.00000","0.16834"
"5233","GO:0019359","nicotinamide nucleotide biosynthetic pro...",33,0,1.75,"1.00000","0.41158"
"5234","GO:0019363","pyridine nucleotide biosynthetic process",33,0,1.75,"1.00000","1.00000"
"5235","GO:0019374","galactolipid metabolic process",12,0,0.64,"1.00000","0.46810"
"5236","GO:0019430","removal of superoxide radicals",17,0,0.9,"1.00000","0.86070"
"5237","GO:0019432","triglyceride biosynthetic process",26,0,1.38,"1.00000","0.91789"
"5238","GO:0019433","triglyceride catabolic process",14,0,0.74,"1.00000","0.11628"
"5239","GO:0019471","4-hydroxyproline metabolic process",12,0,0.64,"1.00000","0.03471"
"5240","GO:0019627","urea metabolic process",18,0,0.96,"1.00000","1.00000"
"5241","GO:0019646","aerobic electron transport chain",42,0,2.23,"1.00000","0.10851"
"5242","GO:0019674","NAD metabolic process",40,0,2.12,"1.00000","0.27673"
"5243","GO:0019677","NAD catabolic process",10,0,0.53,"1.00000","0.92471"
"5244","GO:0019682","glyceraldehyde-3-phosphate metabolic pro...",16,0,0.85,"1.00000","0.21482"
"5245","GO:0019695","choline metabolic process",18,0,0.96,"1.00000","0.29885"
"5246","GO:0019896","axonal transport of mitochondrion",12,0,0.64,"1.00000","0.07398"
"5247","GO:0019985","translesion synthesis",35,0,1.86,"1.00000","0.23115"
"5248","GO:0021799","cerebral cortex radially oriented cell m...",20,0,1.06,"1.00000","0.81768"
"5249","GO:0021801","cerebral cortex radial glia-guided migra...",13,0,0.69,"1.00000","0.81028"
"5250","GO:0021859","pyramidal neuron differentiation",12,0,0.64,"1.00000","1.00000"
"5251","GO:0021860","pyramidal neuron development",12,0,0.64,"1.00000","0.41960"
"5252","GO:0021861","forebrain radial glial cell differentiat...",12,0,0.64,"1.00000","0.03143"
"5253","GO:0021904","dorsal/ventral neural tube patterning",19,0,1.01,"1.00000","0.58576"
"5254","GO:0021952","central nervous system projection neuron...",15,0,0.8,"1.00000","0.09828"
"5255","GO:0021955","central nervous system neuron axonogenes...",26,0,1.38,"1.00000","0.34091"
"5256","GO:0022030","telencephalon glial cell migration",13,0,0.69,"1.00000","1.00000"
"5257","GO:0022038","corpus callosum development",12,0,0.64,"1.00000","0.35684"
"5258","GO:0022400","regulation of rhodopsin mediated signali...",16,0,0.85,"1.00000","0.61065"
"5259","GO:0022616","DNA strand elongation",26,0,1.38,"1.00000","0.07898"
"5260","GO:0022904","respiratory electron transport chain",66,0,3.51,"1.00000","0.88982"
"5261","GO:0030002","intracellular monoatomic anion homeostas...",13,0,0.69,"1.00000","0.89201"
"5262","GO:0030038","contractile actin filament bundle assemb...",68,0,3.61,"1.00000","1.00000"
"5263","GO:0030149","sphingolipid catabolic process",18,0,0.96,"1.00000","0.79564"
"5264","GO:0030150","protein import into mitochondrial matrix",13,0,0.69,"1.00000","0.36600"
"5265","GO:0030202","heparin metabolic process",11,0,0.58,"1.00000","0.20478"
"5266","GO:0030210","heparin biosynthetic process",10,0,0.53,"1.00000","0.00105"
"5267","GO:0030212","hyaluronan metabolic process",22,0,1.17,"1.00000","0.06831"
"5268","GO:0030213","hyaluronan biosynthetic process",13,0,0.69,"1.00000","0.77399"
"5269","GO:0030225","macrophage differentiation",39,0,2.07,"1.00000","0.46859"
"5270","GO:0030265","phospholipase C-activating rhodopsin med...",11,0,0.58,"1.00000","0.15324"
"5271","GO:0030277","maintenance of gastrointestinal epitheli...",11,0,0.58,"1.00000","0.48049"
"5272","GO:0030299","intestinal cholesterol absorption",12,0,0.64,"1.00000","0.56801"
"5273","GO:0030397","membrane disassembly",16,0,0.85,"1.00000","0.55863"
"5274","GO:0030488","tRNA methylation",18,0,0.96,"1.00000","0.76602"
"5275","GO:0030490","maturation of SSU-rRNA",75,0,3.98,"1.00000","0.88490"
"5276","GO:0030511","positive regulation of transforming grow...",20,0,1.06,"1.00000","0.06878"
"5277","GO:0030717","oocyte karyosome formation",22,0,1.17,"1.00000","0.19785"
"5278","GO:0030719","P granule organization",12,0,0.64,"1.00000","0.81045"
"5279","GO:0030723","ovarian fusome organization",11,0,0.58,"1.00000","0.19986"
"5280","GO:0030730","sequestering of triglyceride",13,0,0.69,"1.00000","0.46153"
"5281","GO:0030809","negative regulation of nucleotide biosyn...",18,0,0.96,"1.00000","1.00000"
"5282","GO:0030810","positive regulation of nucleotide biosyn...",28,0,1.49,"1.00000","1.00000"
"5283","GO:0030812","negative regulation of nucleotide catabo...",10,0,0.53,"1.00000","1.00000"
"5284","GO:0030813","positive regulation of nucleotide catabo...",18,0,0.96,"1.00000","1.00000"
"5285","GO:0030834","regulation of actin filament depolymeriz...",25,0,1.33,"1.00000","0.26073"
"5286","GO:0030835","negative regulation of actin filament de...",22,0,1.17,"1.00000","0.91282"
"5287","GO:0030837","negative regulation of actin filament po...",38,0,2.02,"1.00000","0.18446"
"5288","GO:0030889","negative regulation of B cell proliferat...",14,0,0.74,"1.00000","0.59876"
"5289","GO:0030950","establishment or maintenance of actin cy...",14,0,0.74,"1.00000","0.01540"
"5290","GO:0030951","establishment or maintenance of microtub...",34,0,1.81,"1.00000","0.46337"
"5291","GO:0030952","establishment or maintenance of cytoskel...",51,0,2.71,"1.00000","0.14648"
"5292","GO:0030953","astral microtubule organization",16,0,0.85,"1.00000","0.33044"
"5293","GO:0030970","retrograde protein transport, ER to cyto...",25,0,1.33,"1.00000","0.32609"
"5294","GO:0031000","response to caffeine",28,0,1.49,"1.00000","0.38015"
"5295","GO:0031017","exocrine pancreas development",11,0,0.58,"1.00000","0.57564"
"5296","GO:0031077","post-embryonic camera-type eye developme...",10,0,0.53,"1.00000","0.57508"
"5297","GO:0031101","fin regeneration",13,0,0.69,"1.00000","0.13340"
"5298","GO:0031115","negative regulation of microtubule polym...",12,0,0.64,"1.00000","0.49684"
"5299","GO:0031125","rRNA 3'-end processing",18,0,0.96,"1.00000","0.17080"
"5300","GO:0031126","sno(s)RNA 3'-end processing",10,0,0.53,"1.00000","0.62876"
"5301","GO:0031145","anaphase-promoting complex-dependent cat...",30,0,1.59,"1.00000","0.60672"
"5302","GO:0031163","metallo-sulfur cluster assembly",19,0,1.01,"1.00000","1.00000"
"5303","GO:0031167","rRNA methylation",18,0,0.96,"1.00000","0.45020"
"5304","GO:0031293","membrane protein intracellular domain pr...",49,0,2.6,"1.00000","0.10649"
"5305","GO:0031297","replication fork processing",33,0,1.75,"1.00000","0.82830"
"5306","GO:0031333","negative regulation of protein-containin...",100,0,5.31,"1.00000","0.37095"
"5307","GO:0031335","regulation of sulfur amino acid metaboli...",15,0,0.8,"1.00000","0.24281"
"5308","GO:0031341","regulation of cell killing",32,0,1.7,"1.00000","1.00000"
"5309","GO:0031343","positive regulation of cell killing",16,0,0.85,"1.00000","0.79593"
"5310","GO:0031365","N-terminal protein amino acid modificati...",24,0,1.27,"1.00000","0.70379"
"5311","GO:0031468","nuclear membrane reassembly",11,0,0.58,"1.00000","0.20967"
"5312","GO:0031577","spindle checkpoint signaling",33,0,1.75,"1.00000","1.00000"
"5313","GO:0031629","synaptic vesicle fusion to presynaptic a...",12,0,0.64,"1.00000","0.10493"
"5314","GO:0031639","plasminogen activation",16,0,0.85,"1.00000","0.34528"
"5315","GO:0031649","heat generation",19,0,1.01,"1.00000","0.09497"
"5316","GO:0031650","regulation of heat generation",17,0,0.9,"1.00000","0.33962"
"5317","GO:0031652","positive regulation of heat generation",16,0,0.85,"1.00000","0.82966"
"5318","GO:0031664","regulation of lipopolysaccharide-mediate...",49,0,2.6,"1.00000","0.85166"
"5319","GO:0031666","positive regulation of lipopolysaccharid...",36,0,1.91,"1.00000","0.02312"
"5320","GO:0031670","cellular response to nutrient",56,0,2.97,"1.00000","0.31255"
"5321","GO:0032024","positive regulation of insulin secretion",43,0,2.28,"1.00000","0.65491"
"5322","GO:0032025","response to cobalt ion",24,0,1.27,"1.00000","0.14722"
"5323","GO:0032042","mitochondrial DNA metabolic process",15,0,0.8,"1.00000","0.59045"
"5324","GO:0032048","cardiolipin metabolic process",18,0,0.96,"1.00000","0.83458"
"5325","GO:0032049","cardiolipin biosynthetic process",16,0,0.85,"1.00000","0.83143"
"5326","GO:0032060","bleb assembly",12,0,0.64,"1.00000","0.44897"
"5327","GO:0032069","regulation of nuclease activity",26,0,1.38,"1.00000","0.30194"
"5328","GO:0032070","regulation of deoxyribonuclease activity",21,0,1.12,"1.00000","0.28907"
"5329","GO:0032071","regulation of endodeoxyribonuclease acti...",19,0,1.01,"1.00000","0.71630"
"5330","GO:0032075","positive regulation of nuclease activity",21,0,1.12,"1.00000","0.59242"
"5331","GO:0032077","positive regulation of deoxyribonuclease...",17,0,0.9,"1.00000","0.05902"
"5332","GO:0032079","positive regulation of endodeoxyribonucl...",16,0,0.85,"1.00000","0.72533"
"5333","GO:0032104","regulation of response to extracellular ...",20,0,1.06,"1.00000","1.00000"
"5334","GO:0032107","regulation of response to nutrient level...",20,0,1.06,"1.00000","0.63593"
"5335","GO:0032148","activation of protein kinase B activity",14,0,0.74,"1.00000","0.10298"
"5336","GO:0032200","telomere organization",134,0,7.12,"1.00000","0.77553"
"5337","GO:0032201","telomere maintenance via semi-conservati...",19,0,1.01,"1.00000","0.82601"
"5338","GO:0032204","regulation of telomere maintenance",72,0,3.82,"1.00000","0.67411"
"5339","GO:0032205","negative regulation of telomere maintena...",31,0,1.65,"1.00000","0.41555"
"5340","GO:0032206","positive regulation of telomere maintena...",44,0,2.34,"1.00000","0.08042"
"5341","GO:0032210","regulation of telomere maintenance via t...",43,0,2.28,"1.00000","0.97882"
"5342","GO:0032211","negative regulation of telomere maintena...",11,0,0.58,"1.00000","0.29569"
"5343","GO:0032212","positive regulation of telomere maintena...",31,0,1.65,"1.00000","0.01521"
"5344","GO:0032230","positive regulation of synaptic transmis...",11,0,0.58,"1.00000","0.50532"
"5345","GO:0032231","regulation of actin filament bundle asse...",73,0,3.88,"1.00000","0.02739"
"5346","GO:0032232","negative regulation of actin filament bu...",14,0,0.74,"1.00000","0.75472"
"5347","GO:0032233","positive regulation of actin filament bu...",46,0,2.44,"1.00000","0.93340"
"5348","GO:0032272","negative regulation of protein polymeriz...",50,0,2.66,"1.00000","1.00000"
"5349","GO:0032330","regulation of chondrocyte differentiatio...",17,0,0.9,"1.00000","0.21532"
"5350","GO:0032387","negative regulation of intracellular tra...",52,0,2.76,"1.00000","0.06271"
"5351","GO:0032392","DNA geometric change",62,0,3.29,"1.00000","0.82688"
"5352","GO:0032418","lysosome localization",43,0,2.28,"1.00000","0.42631"
"5353","GO:0032438","melanosome organization",18,0,0.96,"1.00000","0.36667"
"5354","GO:0032459","regulation of protein oligomerization",48,0,2.55,"1.00000","0.55630"
"5355","GO:0032460","negative regulation of protein oligomeri...",15,0,0.8,"1.00000","0.16804"
"5356","GO:0032461","positive regulation of protein oligomeri...",32,0,1.7,"1.00000","0.61522"
"5357","GO:0032462","regulation of protein homooligomerizatio...",30,0,1.59,"1.00000","0.19685"
"5358","GO:0032464","positive regulation of protein homooligo...",22,0,1.17,"1.00000","0.07735"
"5359","GO:0032467","positive regulation of cytokinesis",34,0,1.81,"1.00000","0.36261"
"5360","GO:0032469","endoplasmic reticulum calcium ion homeos...",19,0,1.01,"1.00000","0.13937"
"5361","GO:0032471","negative regulation of endoplasmic retic...",12,0,0.64,"1.00000","0.51477"
"5362","GO:0032481","positive regulation of type I interferon...",58,0,3.08,"1.00000","0.73347"
"5363","GO:0032482","Rab protein signal transduction",38,0,2.02,"1.00000","0.34638"
"5364","GO:0032483","regulation of Rab protein signal transdu...",11,0,0.58,"1.00000","0.23007"
"5365","GO:0032505","reproduction of a single-celled organism",11,0,0.58,"1.00000","0.02591"
"5366","GO:0032508","DNA duplex unwinding",59,0,3.13,"1.00000","0.51063"
"5367","GO:0032509","endosome transport via multivesicular bo...",33,0,1.75,"1.00000","0.40666"
"5368","GO:0032510","endosome to lysosome transport via multi...",10,0,0.53,"1.00000","0.66023"
"5369","GO:0032511","late endosome to vacuole transport via m...",13,0,0.69,"1.00000","0.29757"
"5370","GO:0032515","negative regulation of phosphoprotein ph...",19,0,1.01,"1.00000","0.22922"
"5371","GO:0032543","mitochondrial translation",79,0,4.2,"1.00000","0.34171"
"5372","GO:0032570","response to progesterone",32,0,1.7,"1.00000","0.00031"
"5373","GO:0032607","interferon-alpha production",17,0,0.9,"1.00000","1.00000"
"5374","GO:0032608","interferon-beta production",46,0,2.44,"1.00000","0.97262"
"5375","GO:0032623","interleukin-2 production",67,0,3.56,"1.00000","0.81910"
"5376","GO:0032633","interleukin-4 production",12,0,0.64,"1.00000","0.45113"
"5377","GO:0032647","regulation of interferon-alpha productio...",17,0,0.9,"1.00000","0.87517"
"5378","GO:0032648","regulation of interferon-beta production",44,0,2.34,"1.00000","0.92377"
"5379","GO:0032663","regulation of interleukin-2 production",63,0,3.35,"1.00000","0.12589"
"5380","GO:0032688","negative regulation of interferon-beta p...",11,0,0.58,"1.00000","0.65004"
"5381","GO:0032727","positive regulation of interferon-alpha ...",14,0,0.74,"1.00000","0.24265"
"5382","GO:0032728","positive regulation of interferon-beta p...",29,0,1.54,"1.00000","0.28979"
"5383","GO:0032731","positive regulation of interleukin-1 bet...",10,0,0.53,"1.00000","0.13951"
"5384","GO:0032732","positive regulation of interleukin-1 pro...",11,0,0.58,"1.00000","0.28393"
"5385","GO:0032735","positive regulation of interleukin-12 pr...",39,0,2.07,"1.00000","0.01949"
"5386","GO:0032743","positive regulation of interleukin-2 pro...",57,0,3.03,"1.00000","0.32424"
"5387","GO:0032781","positive regulation of ATP-dependent act...",69,0,3.66,"1.00000","0.26896"
"5388","GO:0032790","ribosome disassembly",25,0,1.33,"1.00000","0.65062"
"5389","GO:0032801","receptor catabolic process",24,0,1.27,"1.00000","0.22488"
"5390","GO:0032874","positive regulation of stress-activated ...",128,0,6.8,"1.00000","0.06226"
"5391","GO:0032922","circadian regulation of gene expression",27,0,1.43,"1.00000","0.38324"
"5392","GO:0032928","regulation of superoxide anion generatio...",16,0,0.85,"1.00000","0.96774"
"5393","GO:0032930","positive regulation of superoxide anion ...",13,0,0.69,"1.00000","0.15277"
"5394","GO:0032933","SREBP signaling pathway",22,0,1.17,"1.00000","0.47898"
"5395","GO:0032945","negative regulation of mononuclear cell ...",40,0,2.12,"1.00000","1.00000"
"5396","GO:0032954","regulation of cytokinetic process",14,0,0.74,"1.00000","0.11628"
"5397","GO:0032981","mitochondrial respiratory chain complex ...",34,0,1.81,"1.00000","0.13435"
"5398","GO:0032986","protein-DNA complex disassembly",17,0,0.9,"1.00000","0.21270"
"5399","GO:0032988","protein-RNA complex disassembly",13,0,0.69,"1.00000","0.53803"
"5400","GO:0033005","positive regulation of mast cell activat...",10,0,0.53,"1.00000","1.00000"
"5401","GO:0033006","regulation of mast cell activation invol...",23,0,1.22,"1.00000","0.68716"
"5402","GO:0033008","positive regulation of mast cell activat...",10,0,0.53,"1.00000","0.24981"
"5403","GO:0033014","tetrapyrrole biosynthetic process",24,0,1.27,"1.00000","0.86244"
"5404","GO:0033046","negative regulation of sister chromatid ...",45,0,2.39,"1.00000","0.69768"
"5405","GO:0033048","negative regulation of mitotic sister ch...",40,0,2.12,"1.00000","0.95532"
"5406","GO:0033081","regulation of T cell differentiation in ...",16,0,0.85,"1.00000","0.42183"
"5407","GO:0033108","mitochondrial respiratory chain complex ...",52,0,2.76,"1.00000","0.61964"
"5408","GO:0033122","negative regulation of purine nucleotide...",10,0,0.53,"1.00000","1.00000"
"5409","GO:0033123","positive regulation of purine nucleotide...",18,0,0.96,"1.00000","1.00000"
"5410","GO:0033137","negative regulation of peptidyl-serine p...",36,0,1.91,"1.00000","0.29952"
"5411","GO:0033198","response to ATP",23,0,1.22,"1.00000","0.83433"
